"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
36,"services","single","secondary","no",774,"yes","no","cellular",2,3.85,1,"failure",37,0
32,"admin.","single","tertiary","no",-59,"no","yes","unknown",1,3.2,0,"unknown",0,0
40,"services","divorced","secondary","no",-81,"no","yes","cellular",1,3.1,0,"unknown",0,0
37,"blue-collar","married","primary","no",0,"yes","no","cellular",1,3.76666666666667,3,"other",51.8571428571429,0
57,"management","married","tertiary","no",0,"yes","no","cellular",1,1.11666666666667,0,"unknown",0,0
46,"management","married","tertiary","no",-3,"no","no","cellular",2,3.41666666666667,0,"unknown",0,0
31,"blue-collar","single","primary","no",2488,"yes","no","cellular",1,0.233333333333333,0,"unknown",0,0
39,"technician","divorced","tertiary","yes",3,"no","no","cellular",1,8.13333333333333,0,"unknown",0,1
35,"management","married","secondary","no",839,"yes","no","unknown",3,0.833333333333333,0,"unknown",0,0
32,"blue-collar","married","primary","no",103,"no","no","cellular",1,5.2,0,"unknown",0,0
44,"technician","divorced","secondary","no",316,"yes","no","cellular",3,2.71666666666667,0,"unknown",0,0
41,"technician","single","secondary","no",1680,"yes","no","unknown",2,1.26666666666667,0,"unknown",0,0
59,"retired","divorced","primary","no",7179,"no","no","cellular",1,2.5,0,"unknown",0,0
39,"services","married","secondary","no",247,"yes","no","cellular",2,4.06666666666667,0,"unknown",0,0
54,"management","married","tertiary","no",8295,"no","no","cellular",1,3.45,0,"unknown",0,1
27,"services","single","secondary","no",261,"yes","yes","cellular",1,1.88333333333333,0,"unknown",0,0
51,"self-employed","married","secondary","no",95,"yes","no","cellular",4,21.8166666666667,0,"unknown",0,1
33,"technician","single","secondary","no",291,"no","no","cellular",6,1.2,0,"unknown",0,0
38,"blue-collar","married","primary","no",2240,"yes","no","cellular",1,9.18333333333333,1,"failure",26.1428571428571,0
52,"entrepreneur","married","tertiary","no",0,"no","no","unknown",3,2.71666666666667,0,"unknown",0,0
54,"management","divorced","tertiary","no",1295,"yes","no","cellular",10,2.98333333333333,0,"unknown",0,0
33,"blue-collar","married","primary","no",324,"yes","no","cellular",2,3.61666666666667,0,"unknown",0,0
50,"technician","married","secondary","no",669,"yes","no","unknown",1,1.46666666666667,0,"unknown",0,0
39,"blue-collar","single","secondary","no",4143,"yes","yes","unknown",1,0.35,0,"unknown",0,0
34,"management","single","tertiary","no",2646,"no","no","cellular",1,2.36666666666667,0,"unknown",0,1
41,"technician","single","secondary","no",618,"no","no","cellular",1,17.6,0,"unknown",0,0
48,"management","divorced","tertiary","no",541,"yes","no","cellular",1,1.2,2,"other",51.8571428571429,0
38,"services","married","secondary","no",434,"yes","no","unknown",1,6.85,0,"unknown",0,0
34,"blue-collar","married","secondary","no",622,"yes","no","unknown",1,2.41666666666667,0,"unknown",0,0
32,"blue-collar","married","secondary","no",0,"yes","no","cellular",2,1.33333333333333,0,"unknown",0,0
48,"management","married","secondary","no",99,"yes","no","unknown",1,5.73333333333333,0,"unknown",0,0
28,"services","single","secondary","no",290,"yes","no","cellular",1,2.13333333333333,0,"unknown",0,0
47,"blue-collar","married","secondary","no",1230,"yes","no","cellular",1,6.86666666666667,1,"success",24.1428571428571,1
32,"admin.","single","secondary","no",45,"yes","yes","cellular",3,15.1333333333333,7,"other",49.1428571428571,0
32,"admin.","married","secondary","no",923,"yes","no","cellular",4,13.65,0,"unknown",0,0
38,"management","married","tertiary","no",950,"no","no","cellular",2,3.5,0,"unknown",0,0
86,"retired","married","secondary","no",1503,"no","no","telephone",3,2.75,1,"other",14.4285714285714,0
47,"technician","married","secondary","no",65,"no","no","cellular",8,1.96666666666667,0,"unknown",0,0
42,"management","married","primary","no",-679,"yes","yes","cellular",1,2.65,2,"failure",49,0
44,"management","married","tertiary","no",773,"no","yes","cellular",1,10.3,0,"unknown",0,0
25,"student","single","unknown","no",10788,"no","no","cellular",2,1.7,2,"other",30,0
34,"services","divorced","secondary","no",991,"yes","no","cellular",1,1.48333333333333,1,"failure",49.1428571428571,0
34,"admin.","married","secondary","no",247,"no","no","cellular",2,6.68333333333333,0,"unknown",0,1
53,"blue-collar","married","primary","no",4143,"no","no","cellular",3,3.33333333333333,0,"unknown",0,0
42,"blue-collar","married","unknown","no",-406,"yes","no","cellular",5,2.53333333333333,0,"unknown",0,0
30,"blue-collar","single","secondary","no",180,"no","no","cellular",1,3.38333333333333,2,"failure",26.1428571428571,0
26,"blue-collar","single","primary","no",-887,"yes","no","cellular",2,13.7833333333333,0,"unknown",0,1
40,"services","married","secondary","no",4157,"yes","no","unknown",1,12.25,0,"unknown",0,0
34,"technician","single","secondary","no",1386,"yes","yes","unknown",6,3.08333333333333,0,"unknown",0,0
34,"services","married","secondary","no",2211,"no","no","unknown",1,2.48333333333333,0,"unknown",0,0
40,"management","married","tertiary","no",-495,"no","yes","cellular",2,5.05,0,"unknown",0,0
36,"management","married","tertiary","no",27359,"yes","no","unknown",2,1.18333333333333,0,"unknown",0,0
34,"technician","single","secondary","no",440,"yes","no","cellular",2,7.41666666666667,2,"failure",49.2857142857143,0
32,"blue-collar","single","secondary","no",135,"yes","no","cellular",2,3.86666666666667,0,"unknown",0,0
39,"technician","married","secondary","no",-735,"yes","no","cellular",5,2.4,2,"failure",35.4285714285714,0
36,"technician","married","tertiary","no",60,"no","no","cellular",2,3.48333333333333,0,"unknown",0,0
39,"technician","divorced","secondary","no",902,"yes","no","cellular",2,11.5166666666667,5,"failure",25.7142857142857,1
33,"management","married","unknown","no",18347,"yes","no","unknown",1,6.91666666666667,0,"unknown",0,0
34,"blue-collar","single","secondary","no",-72,"yes","no","cellular",5,4.55,0,"unknown",0,0
42,"management","married","tertiary","no",1205,"no","no","telephone",2,6.26666666666667,0,"unknown",0,1
46,"technician","married","secondary","no",499,"yes","no","cellular",10,0.616666666666667,0,"unknown",0,0
32,"management","single","tertiary","no",656,"yes","yes","cellular",2,2.46666666666667,0,"unknown",0,0
27,"services","married","secondary","no",100,"no","no","cellular",2,0.95,0,"unknown",0,0
35,"technician","divorced","secondary","no",69,"yes","no","unknown",3,7.68333333333333,0,"unknown",0,0
53,"technician","married","unknown","no",619,"no","no","unknown",6,3.3,0,"unknown",0,0
29,"services","single","secondary","no",192,"no","no","cellular",4,5.45,0,"unknown",0,0
35,"management","single","tertiary","no",0,"no","no","cellular",6,11.15,0,"unknown",0,0
49,"management","married","tertiary","no",87,"no","no","cellular",1,2.75,0,"unknown",0,0
58,"management","married","tertiary","no",3228,"no","no","cellular",2,0.966666666666667,0,"unknown",0,0
40,"management","single","tertiary","no",1361,"no","no","cellular",1,24.55,0,"unknown",0,1
19,"student","single","unknown","no",0,"no","no","cellular",3,2.05,0,"unknown",0,0
30,"student","single","tertiary","no",34,"yes","no","unknown",1,4.81666666666667,0,"unknown",0,0
34,"technician","single","secondary","no",318,"no","yes","cellular",5,3.98333333333333,0,"unknown",0,0
60,"retired","married","secondary","no",197,"no","no","cellular",1,23.1,0,"unknown",0,0
28,"student","single","tertiary","no",0,"no","no","cellular",2,4.9,7,"other",15,1
46,"management","married","tertiary","no",273,"yes","no","cellular",2,15.1666666666667,4,"success",26.2857142857143,1
49,"blue-collar","divorced","primary","no",15,"yes","no","unknown",7,9.16666666666667,0,"unknown",0,0
59,"management","divorced","tertiary","no",7813,"yes","no","cellular",1,1.25,0,"unknown",0,0
44,"technician","single","secondary","no",-27,"yes","yes","unknown",3,1.66666666666667,0,"unknown",0,0
33,"technician","married","tertiary","no",75,"no","no","cellular",4,3.4,0,"unknown",0,0
54,"retired","married","secondary","no",1139,"yes","no","cellular",1,2.58333333333333,7,"failure",25.2857142857143,0
26,"blue-collar","married","secondary","no",115,"yes","no","unknown",3,0.766666666666667,0,"unknown",0,0
54,"blue-collar","married","secondary","no",0,"no","no","telephone",1,22.7666666666667,1,"failure",21.4285714285714,0
48,"housemaid","married","primary","no",7195,"no","no","cellular",2,10.15,0,"unknown",0,1
30,"services","single","tertiary","no",-477,"no","yes","cellular",2,25.5333333333333,0,"unknown",0,1
29,"management","single","tertiary","no",1026,"no","no","cellular",1,3.76666666666667,1,"other",13.1428571428571,1
51,"entrepreneur","married","tertiary","no",3921,"yes","no","cellular",1,2.8,0,"unknown",0,0
53,"unemployed","married","primary","no",980,"yes","no","cellular",1,5.86666666666667,0,"unknown",0,1
43,"blue-collar","married","secondary","no",-179,"yes","no","cellular",6,5.58333333333333,0,"unknown",0,0
34,"admin.","married","tertiary","no",2552,"yes","yes","cellular",1,1.23333333333333,0,"unknown",0,0
40,"entrepreneur","married","tertiary","no",1729,"yes","no","cellular",1,1.41666666666667,0,"unknown",0,0
43,"technician","married","secondary","no",434,"yes","no","unknown",1,1.95,0,"unknown",0,0
33,"admin.","single","secondary","no",-300,"yes","yes","cellular",1,3.06666666666667,0,"unknown",0,0
66,"retired","married","secondary","no",4785,"no","no","cellular",3,1.2,0,"unknown",0,0
44,"technician","divorced","secondary","no",-329,"yes","no","unknown",1,2.85,0,"unknown",0,0
33,"services","married","secondary","no",0,"yes","no","telephone",8,0.733333333333333,0,"unknown",0,0
31,"technician","single","secondary","no",391,"no","no","cellular",2,5.6,0,"unknown",0,0
71,"retired","married","primary","no",4657,"no","no","cellular",5,1.55,0,"unknown",0,1
22,"student","single","primary","no",3472,"no","no","cellular",1,5.53333333333333,3,"failure",26.1428571428571,1
46,"unemployed","single","tertiary","no",705,"no","no","cellular",1,6.63333333333333,0,"unknown",0,0
32,"services","married","secondary","no",255,"yes","yes","unknown",2,1.43333333333333,0,"unknown",0,0
45,"blue-collar","married","secondary","no",4365,"no","yes","cellular",2,0.75,0,"unknown",0,0
32,"management","married","secondary","no",350,"yes","no","unknown",2,1.83333333333333,0,"unknown",0,0
49,"blue-collar","married","primary","no",474,"yes","yes","telephone",3,2.53333333333333,1,"failure",31.5714285714286,0
27,"technician","single","secondary","no",489,"yes","no","cellular",4,5.93333333333333,0,"unknown",0,1
46,"entrepreneur","married","secondary","no",757,"no","no","unknown",3,6.36666666666667,0,"unknown",0,0
37,"management","single","tertiary","no",695,"no","no","cellular",1,3.88333333333333,0,"unknown",0,0
30,"unemployed","single","secondary","yes",-770,"yes","no","unknown",1,1.45,0,"unknown",0,0
44,"self-employed","divorced","secondary","no",80,"yes","yes","unknown",2,6.45,0,"unknown",0,0
45,"technician","married","secondary","no",315,"yes","no","cellular",1,1.71666666666667,0,"unknown",0,0
27,"student","single","secondary","no",213,"no","no","cellular",1,6.3,0,"unknown",0,1
57,"housemaid","married","primary","no",0,"no","no","unknown",2,4.28333333333333,0,"unknown",0,0
66,"management","married","tertiary","no",2169,"no","no","cellular",1,4.7,0,"unknown",0,0
40,"admin.","divorced","secondary","no",212,"no","no","unknown",1,2.93333333333333,0,"unknown",0,0
48,"blue-collar","married","secondary","no",333,"yes","no","cellular",6,0.4,0,"unknown",0,0
33,"blue-collar","single","secondary","no",4404,"yes","no","cellular",3,12.7666666666667,0,"unknown",0,0
42,"services","divorced","secondary","no",257,"yes","no","cellular",2,15.9166666666667,0,"unknown",0,1
47,"unemployed","married","secondary","no",3188,"yes","no","cellular",3,7.1,0,"unknown",0,0
27,"technician","single","tertiary","no",3083,"yes","no","unknown",2,4.06666666666667,0,"unknown",0,0
78,"retired","married","tertiary","no",226,"no","no","telephone",1,2.26666666666667,0,"unknown",0,0
50,"services","married","primary","no",1260,"no","no","cellular",1,2.86666666666667,0,"unknown",0,0
46,"entrepreneur","single","tertiary","no",1410,"yes","no","cellular",1,1.55,8,"failure",27,0
41,"admin.","divorced","secondary","no",6046,"yes","yes","telephone",6,5,2,"success",26,1
36,"admin.","single","tertiary","no",980,"no","no","cellular",4,1.96666666666667,7,"failure",14.8571428571429,0
49,"retired","married","primary","no",-37,"no","no","unknown",2,3.18333333333333,0,"unknown",0,0
46,"management","divorced","tertiary","no",-154,"yes","yes","unknown",2,1.78333333333333,0,"unknown",0,0
77,"retired","married","primary","no",680,"no","no","telephone",2,8.55,7,"failure",12.7142857142857,0
30,"technician","single","tertiary","no",799,"yes","yes","unknown",18,1.51666666666667,0,"unknown",0,0
43,"management","single","secondary","yes",-1164,"yes","yes","cellular",4,1.26666666666667,0,"unknown",0,0
44,"blue-collar","married","secondary","no",2523,"yes","no","unknown",2,20.6,0,"unknown",0,0
40,"blue-collar","married","primary","no",98,"yes","no","unknown",5,3.21666666666667,0,"unknown",0,0
38,"blue-collar","married","primary","no",3419,"yes","no","unknown",5,5.4,0,"unknown",0,0
25,"unemployed","single","tertiary","no",343,"no","no","cellular",1,6.28333333333333,0,"unknown",0,1
49,"management","married","tertiary","no",852,"yes","no","cellular",1,6.8,0,"unknown",0,0
33,"blue-collar","married","primary","no",50,"yes","no","cellular",2,4.1,0,"unknown",0,0
40,"management","single","tertiary","no",0,"no","no","cellular",7,0.966666666666667,0,"unknown",0,0
44,"blue-collar","married","primary","no",10,"yes","no","cellular",1,3.26666666666667,0,"unknown",0,0
32,"blue-collar","married","secondary","no",950,"yes","yes","cellular",4,3.65,0,"unknown",0,0
52,"management","married","tertiary","no",0,"yes","no","cellular",1,3.28333333333333,0,"unknown",0,0
35,"management","married","tertiary","no",175,"yes","no","cellular",2,4.28333333333333,0,"unknown",0,0
35,"technician","married","secondary","no",-259,"yes","no","cellular",1,6.35,2,"failure",35.2857142857143,0
32,"management","married","secondary","no",6217,"yes","yes","unknown",2,8.1,0,"unknown",0,0
42,"technician","married","secondary","no",-1310,"yes","yes","unknown",1,2.7,0,"unknown",0,0
59,"blue-collar","married","unknown","no",139,"no","no","unknown",1,2.55,0,"unknown",0,0
44,"technician","single","secondary","no",7138,"no","no","cellular",2,13.4833333333333,0,"unknown",0,1
50,"admin.","divorced","secondary","no",1111,"yes","no","cellular",1,0.833333333333333,0,"unknown",0,0
27,"blue-collar","single","secondary","no",113,"no","no","cellular",17,0.65,0,"unknown",0,0
55,"management","divorced","tertiary","no",-612,"no","no","cellular",2,2.18333333333333,0,"unknown",0,0
54,"blue-collar","married","unknown","no",310,"yes","no","telephone",4,8.76666666666667,3,"other",36.8571428571429,0
31,"unemployed","single","secondary","no",-186,"yes","no","unknown",3,2.86666666666667,0,"unknown",0,0
56,"admin.","married","unknown","no",2038,"no","no","cellular",1,6.75,1,"success",43.5714285714286,0
51,"self-employed","married","tertiary","no",833,"no","no","cellular",3,1.28333333333333,0,"unknown",0,0
61,"blue-collar","married","primary","no",625,"yes","no","unknown",2,2.63333333333333,0,"unknown",0,0
34,"technician","single","secondary","no",105,"yes","no","cellular",2,2.43333333333333,3,"failure",24.4285714285714,0
56,"blue-collar","married","primary","no",551,"no","no","unknown",1,0.45,0,"unknown",0,0
29,"student","single","unknown","no",145,"no","no","cellular",1,1.75,0,"unknown",0,0
34,"management","single","tertiary","no",618,"yes","no","unknown",4,1.98333333333333,0,"unknown",0,0
35,"services","single","secondary","no",1063,"yes","yes","cellular",1,5.45,0,"unknown",0,0
56,"admin.","divorced","secondary","no",985,"no","yes","cellular",2,2.5,0,"unknown",0,0
45,"blue-collar","married","secondary","no",2926,"yes","yes","cellular",3,8.03333333333333,2,"failure",17.1428571428571,0
31,"admin.","single","secondary","no",-449,"yes","no","unknown",2,1.35,0,"unknown",0,0
37,"entrepreneur","divorced","tertiary","no",66,"no","no","cellular",2,19.4,0,"unknown",0,1
43,"admin.","married","secondary","no",0,"yes","no","cellular",3,11.2333333333333,0,"unknown",0,0
40,"management","married","unknown","no",419,"yes","no","cellular",1,5.78333333333333,0,"unknown",0,0
44,"management","married","primary","no",4758,"yes","no","cellular",6,11.8666666666667,0,"unknown",0,1
38,"admin.","single","secondary","no",-23,"no","no","cellular",2,0.8,0,"unknown",0,0
58,"management","divorced","tertiary","no",1573,"yes","yes","cellular",1,4.65,0,"unknown",0,0
24,"blue-collar","single","secondary","no",77,"yes","no","unknown",2,3.93333333333333,0,"unknown",0,0
53,"services","married","secondary","no",1378,"yes","no","cellular",2,1.51666666666667,0,"unknown",0,0
36,"blue-collar","married","secondary","no",-73,"yes","yes","cellular",8,0.25,0,"unknown",0,0
28,"blue-collar","married","primary","no",60,"yes","no","cellular",1,2.68333333333333,1,"failure",48.1428571428571,0
45,"blue-collar","married","primary","no",137,"yes","yes","unknown",19,3.11666666666667,0,"unknown",0,0
32,"admin.","single","tertiary","no",1583,"yes","no","cellular",1,1.66666666666667,1,"failure",26,0
46,"admin.","married","secondary","no",-121,"yes","yes","cellular",4,3.56666666666667,0,"unknown",0,0
28,"blue-collar","single","secondary","no",1065,"yes","yes","cellular",1,6.76666666666667,1,"failure",45.2857142857143,0
51,"unemployed","married","secondary","no",-13,"yes","no","cellular",1,6.01666666666667,1,"failure",52,0
51,"blue-collar","married","primary","no",1869,"no","no","unknown",3,0.5,0,"unknown",0,0
30,"technician","single","secondary","no",4787,"yes","no","unknown",2,1.65,0,"unknown",0,0
39,"technician","married","secondary","yes",-183,"yes","no","unknown",2,3.36666666666667,0,"unknown",0,0
28,"blue-collar","married","primary","no",702,"yes","no","unknown",2,5.3,0,"unknown",0,0
31,"management","single","tertiary","no",1494,"no","no","cellular",12,4.58333333333333,0,"unknown",0,0
31,"blue-collar","married","primary","no",0,"yes","yes","unknown",4,0.983333333333333,0,"unknown",0,0
38,"management","married","tertiary","no",46,"no","no","cellular",4,1.16666666666667,0,"unknown",0,0
31,"blue-collar","single","secondary","no",609,"yes","no","cellular",1,18.7666666666667,1,"failure",47.8571428571429,0
74,"retired","divorced","secondary","no",4079,"no","no","cellular",3,5.71666666666667,0,"unknown",0,1
40,"management","single","tertiary","no",0,"yes","no","cellular",2,3.8,6,"failure",26,1
43,"technician","married","secondary","no",7876,"yes","no","cellular",2,3.48333333333333,0,"unknown",0,0
34,"technician","single","tertiary","no",925,"yes","no","cellular",1,11.8166666666667,0,"unknown",0,1
54,"management","divorced","tertiary","no",7010,"no","no","cellular",2,4.58333333333333,0,"unknown",0,0
51,"blue-collar","married","primary","no",42,"yes","no","cellular",2,0.85,3,"failure",48.8571428571429,0
33,"blue-collar","married","secondary","no",285,"no","yes","unknown",1,4.45,0,"unknown",0,0
41,"technician","married","tertiary","no",0,"no","no","unknown",1,1.58333333333333,0,"unknown",0,0
33,"management","single","tertiary","no",3170,"no","no","cellular",2,4.1,0,"unknown",0,0
48,"admin.","married","secondary","no",8,"no","yes","cellular",1,0.766666666666667,0,"unknown",0,0
42,"self-employed","divorced","tertiary","no",216,"yes","no","cellular",3,2.4,0,"unknown",0,0
35,"management","single","tertiary","no",2975,"no","no","cellular",2,4.15,0,"unknown",0,0
25,"admin.","married","secondary","no",894,"yes","no","unknown",1,5.46666666666667,0,"unknown",0,0
38,"blue-collar","single","primary","no",490,"yes","yes","unknown",1,0.283333333333333,0,"unknown",0,0
45,"entrepreneur","married","secondary","no",245,"yes","no","unknown",3,2.1,0,"unknown",0,0
59,"management","divorced","tertiary","no",0,"yes","no","cellular",8,0.866666666666667,0,"unknown",0,0
47,"management","married","unknown","no",150,"no","no","unknown",1,0.866666666666667,0,"unknown",0,0
33,"management","married","tertiary","no",4,"yes","no","cellular",5,4.75,0,"unknown",0,0
59,"management","married","primary","no",1727,"no","no","telephone",4,8.33333333333333,2,"failure",51.1428571428571,1
41,"blue-collar","divorced","primary","no",664,"no","yes","cellular",5,15.9166666666667,0,"unknown",0,1
42,"technician","married","secondary","no",473,"yes","no","cellular",5,3.6,0,"unknown",0,0
51,"technician","divorced","tertiary","no",0,"no","no","cellular",7,1.4,0,"unknown",0,0
45,"management","married","tertiary","no",-192,"yes","no","cellular",3,2.3,0,"unknown",0,0
30,"management","married","tertiary","no",1942,"yes","yes","cellular",2,7.26666666666667,3,"other",25.4285714285714,1
33,"blue-collar","single","secondary","no",5137,"yes","no","cellular",1,2.05,0,"unknown",0,0
43,"management","married","tertiary","no",13044,"no","no","cellular",4,0.6,0,"unknown",0,0
37,"blue-collar","married","secondary","no",1053,"no","no","unknown",3,6.75,0,"unknown",0,0
73,"retired","married","primary","no",154,"no","no","cellular",1,1.71666666666667,0,"unknown",0,0
43,"blue-collar","married","secondary","no",625,"yes","no","unknown",1,2.91666666666667,0,"unknown",0,0
52,"unemployed","married","primary","no",255,"no","yes","cellular",3,6.23333333333333,0,"unknown",0,0
44,"management","married","tertiary","no",529,"yes","no","unknown",4,2.15,0,"unknown",0,0
56,"management","married","tertiary","no",318,"no","yes","telephone",3,4.1,0,"unknown",0,0
21,"services","single","secondary","no",1903,"yes","no","unknown",2,1.78333333333333,0,"unknown",0,0
43,"unknown","married","tertiary","no",1937,"no","no","unknown",1,6.41666666666667,0,"unknown",0,0
54,"management","married","primary","no",3859,"no","yes","cellular",3,1.73333333333333,0,"unknown",0,0
59,"technician","married","primary","no",4198,"no","no","cellular",1,5.15,10,"success",13,1
52,"blue-collar","married","primary","no",230,"yes","no","cellular",2,3.3,2,"failure",24.2857142857143,0
31,"admin.","single","secondary","no",747,"yes","no","unknown",2,9.05,0,"unknown",0,1
53,"admin.","married","secondary","no",263,"no","yes","cellular",7,2.38333333333333,0,"unknown",0,0
24,"technician","single","secondary","no",-46,"yes","no","unknown",1,0.383333333333333,0,"unknown",0,0
57,"retired","married","secondary","no",0,"no","yes","unknown",2,1.73333333333333,0,"unknown",0,0
48,"technician","married","secondary","no",568,"yes","no","cellular",2,6.3,1,"success",55.1428571428571,1
57,"technician","married","secondary","no",1469,"yes","no","cellular",1,6.06666666666667,0,"unknown",0,0
51,"technician","married","secondary","no",18,"no","yes","cellular",6,6.05,0,"unknown",0,0
50,"management","divorced","tertiary","no",201,"yes","no","cellular",1,4.13333333333333,0,"unknown",0,0
34,"blue-collar","married","secondary","no",1412,"yes","yes","unknown",2,2.61666666666667,0,"unknown",0,0
43,"blue-collar","married","primary","no",-93,"yes","no","unknown",2,6.7,0,"unknown",0,0
31,"services","married","secondary","no",-331,"yes","no","unknown",5,3.38333333333333,0,"unknown",0,0
29,"blue-collar","married","unknown","no",486,"yes","no","cellular",1,7.03333333333333,1,"failure",51.8571428571429,0
39,"blue-collar","married","primary","no",694,"yes","no","cellular",1,0.733333333333333,0,"unknown",0,0
36,"management","single","tertiary","no",2806,"yes","no","unknown",4,5.96666666666667,0,"unknown",0,0
38,"unemployed","single","tertiary","no",0,"no","no","cellular",2,0.65,0,"unknown",0,0
56,"management","divorced","tertiary","no",2959,"yes","no","telephone",1,5.41666666666667,0,"unknown",0,0
41,"housemaid","divorced","primary","no",22,"yes","no","cellular",3,3.96666666666667,4,"other",18,0
47,"technician","married","secondary","no",1167,"yes","no","cellular",1,16.1333333333333,5,"failure",12.4285714285714,1
38,"management","single","tertiary","no",35,"yes","no","cellular",1,2.6,3,"failure",39,0
80,"retired","married","secondary","no",8304,"no","no","telephone",1,11.35,11,"success",16.8571428571429,0
37,"services","married","secondary","no",4760,"yes","no","cellular",2,3.11666666666667,0,"unknown",0,0
44,"management","single","tertiary","no",-1313,"yes","yes","cellular",10,1.73333333333333,0,"unknown",0,0
33,"blue-collar","single","secondary","no",697,"no","no","cellular",2,14.3333333333333,0,"unknown",0,1
53,"technician","married","secondary","no",230,"no","yes","cellular",2,1.86666666666667,0,"unknown",0,0
69,"retired","married","tertiary","no",473,"no","no","cellular",1,1.86666666666667,1,"failure",11.1428571428571,0
46,"technician","married","secondary","no",1427,"yes","no","unknown",3,0.533333333333333,0,"unknown",0,0
30,"management","single","tertiary","no",201,"yes","no","cellular",2,5.41666666666667,0,"unknown",0,1
31,"self-employed","single","secondary","no",1086,"no","no","cellular",1,6.83333333333333,0,"unknown",0,0
38,"management","divorced","tertiary","no",4335,"yes","no","cellular",1,10.6666666666667,0,"unknown",0,0
34,"services","divorced","secondary","no",44,"no","no","unknown",1,1.96666666666667,0,"unknown",0,0
48,"unknown","married","unknown","no",286,"no","no","cellular",2,2.76666666666667,0,"unknown",0,0
46,"blue-collar","divorced","primary","no",216,"no","no","cellular",1,2.88333333333333,0,"unknown",0,0
42,"admin.","married","secondary","no",214,"yes","no","unknown",24,0.35,0,"unknown",0,0
41,"blue-collar","married","secondary","no",343,"yes","no","unknown",7,1.48333333333333,0,"unknown",0,0
33,"blue-collar","married","secondary","no",-77,"yes","no","cellular",3,2.51666666666667,0,"unknown",0,0
39,"blue-collar","married","primary","no",1046,"no","no","unknown",4,1.86666666666667,0,"unknown",0,0
27,"student","single","secondary","no",1566,"no","no","cellular",5,2.73333333333333,0,"unknown",0,0
26,"management","single","tertiary","no",592,"no","no","telephone",2,2.41666666666667,1,"other",23.4285714285714,0
38,"management","single","tertiary","no",104,"yes","no","cellular",3,10.1,0,"unknown",0,1
48,"blue-collar","married","secondary","no",0,"yes","no","unknown",1,1.75,0,"unknown",0,0
54,"services","married","secondary","no",-22,"no","yes","cellular",1,1.41666666666667,0,"unknown",0,0
51,"services","married","secondary","no",0,"no","no","cellular",3,7.31666666666667,0,"unknown",0,0
47,"technician","married","secondary","no",72,"no","no","unknown",1,4.63333333333333,0,"unknown",0,0
53,"technician","married","secondary","no",100,"no","no","cellular",4,3.41666666666667,0,"unknown",0,0
35,"blue-collar","married","primary","no",319,"yes","no","cellular",1,3.68333333333333,0,"unknown",0,0
58,"management","married","tertiary","no",9339,"yes","no","telephone",3,0.866666666666667,3,"other",24.5714285714286,0
52,"management","divorced","tertiary","no",50,"yes","no","unknown",3,1.4,0,"unknown",0,0
57,"retired","married","secondary","yes",32,"yes","no","cellular",3,7.93333333333333,0,"unknown",0,0
52,"management","married","tertiary","no",6922,"no","no","cellular",1,6.18333333333333,0,"unknown",0,0
35,"management","single","tertiary","no",633,"yes","no","cellular",3,2.13333333333333,0,"unknown",0,0
48,"technician","married","secondary","no",4265,"yes","no","unknown",2,3.66666666666667,0,"unknown",0,0
46,"entrepreneur","married","tertiary","no",2262,"no","no","telephone",14,0.733333333333333,0,"unknown",0,0
39,"services","married","secondary","no",1970,"yes","no","unknown",1,0.5,2,"success",57.7142857142857,0
38,"self-employed","divorced","tertiary","no",1513,"no","no","cellular",1,5.5,1,"failure",48.8571428571429,0
34,"entrepreneur","married","secondary","no",4659,"yes","no","unknown",1,0.466666666666667,0,"unknown",0,0
47,"entrepreneur","married","primary","no",668,"no","no","cellular",1,15.1333333333333,0,"unknown",0,0
35,"management","divorced","tertiary","no",649,"no","no","cellular",1,2.95,0,"unknown",0,0
46,"blue-collar","divorced","primary","no",452,"yes","no","unknown",4,1.88333333333333,0,"unknown",0,0
27,"admin.","single","secondary","no",-145,"yes","no","telephone",8,4.81666666666667,0,"unknown",0,0
31,"blue-collar","married","secondary","no",-498,"yes","no","cellular",1,5.95,0,"unknown",0,0
31,"management","single","tertiary","no",0,"no","no","cellular",16,0.633333333333333,0,"unknown",0,0
46,"admin.","married","secondary","no",22,"yes","no","cellular",4,6.9,0,"unknown",0,0
31,"admin.","married","secondary","no",2304,"yes","no","cellular",2,4.28333333333333,0,"unknown",0,0
33,"management","married","tertiary","no",1412,"yes","no","unknown",1,8,0,"unknown",0,1
42,"housemaid","married","primary","no",145,"no","no","cellular",2,4.2,0,"unknown",0,0
33,"management","single","primary","no",4897,"yes","no","unknown",1,2.51666666666667,0,"unknown",0,0
40,"housemaid","married","primary","no",1832,"no","no","cellular",4,3.55,0,"unknown",0,0
51,"blue-collar","married","primary","no",3726,"no","yes","cellular",12,1.98333333333333,0,"unknown",0,0
31,"unemployed","married","tertiary","no",591,"no","no","cellular",2,2.68333333333333,0,"unknown",0,0
62,"retired","divorced","tertiary","no",0,"no","no","cellular",2,3.78333333333333,0,"unknown",0,1
24,"student","single","secondary","no",508,"yes","no","telephone",3,0.2,1,"other",53.4285714285714,0
48,"unemployed","married","secondary","no",817,"no","no","cellular",1,8.61666666666667,4,"success",40.2857142857143,1
41,"technician","divorced","secondary","no",348,"yes","no","cellular",2,3.75,2,"failure",39.2857142857143,0
