"Default","duration","amount","installment","age","history","purpose","foreign","rent"
0,9,1224,3,30,"terrible","newcar","foreign","FALSE"
0,12,522,4,42,"terrible","goods/repair","foreign","FALSE"
0,12,1498,4,23,"poor","goods/repair","foreign","FALSE"
1,30,1919,4,30,"poor","goods/repair","foreign","FALSE"
1,9,745,3,28,"poor","goods/repair","foreign","FALSE"
0,6,2063,4,30,"poor","goods/repair","foreign","TRUE"
1,60,6288,4,42,"poor","edu","foreign","FALSE"
0,24,6842,2,46,"terrible","usedcar","foreign","FALSE"
0,12,3527,2,45,"poor","newcar","foreign","FALSE"
0,10,1546,3,31,"poor","newcar","german","FALSE"
0,24,929,4,31,"poor","goods/repair","foreign","FALSE"
0,4,1455,2,42,"terrible","newcar","foreign","FALSE"
0,15,1845,4,46,"poor","goods/repair","foreign","TRUE"
0,48,8358,1,30,"good","newcar","foreign","FALSE"
1,24,3349,4,30,"good","goods/repair","foreign","FALSE"
0,12,2859,4,38,"poor","newcar","foreign","FALSE"
1,18,1533,4,43,"poor","goods/repair","foreign","FALSE"
1,24,3621,2,31,"poor","goods/repair","foreign","FALSE"
0,18,3590,3,40,"terrible","biz","foreign","FALSE"
1,36,2145,2,24,"poor","biz","foreign","FALSE"
1,24,4113,3,28,"poor","usedcar","foreign","TRUE"
1,36,10974,4,26,"poor","goods/repair","foreign","FALSE"
0,12,1893,4,29,"poor","newcar","foreign","FALSE"
0,24,1231,4,57,"terrible","goods/repair","foreign","TRUE"
0,30,3656,4,49,"terrible","goods/repair","foreign","FALSE"
0,9,1154,2,37,"terrible","goods/repair","foreign","FALSE"
1,28,4006,3,45,"poor","newcar","foreign","FALSE"
0,24,3069,4,30,"poor","goods/repair","foreign","FALSE"
0,6,1740,2,30,"terrible","goods/repair","foreign","TRUE"
0,21,2353,1,47,"poor","newcar","foreign","FALSE"
0,15,3556,3,29,"poor","newcar","foreign","FALSE"
1,24,2397,3,35,"poor","goods/repair","foreign","FALSE"
0,6,454,3,22,"poor","goods/repair","foreign","FALSE"
0,30,1715,4,26,"poor","goods/repair","foreign","FALSE"
1,27,2520,4,23,"terrible","goods/repair","foreign","FALSE"
0,15,3568,4,54,"poor","goods/repair","foreign","TRUE"
0,42,7166,2,29,"poor","goods/repair","foreign","TRUE"
0,11,3939,1,40,"terrible","newcar","foreign","FALSE"
0,15,1514,4,22,"poor","goods/repair","foreign","FALSE"
0,24,7393,1,43,"poor","newcar","foreign","FALSE"
1,24,1193,1,29,"good","newcar","foreign","TRUE"
1,60,7297,4,36,"poor","biz","foreign","TRUE"
0,30,2831,4,33,"terrible","goods/repair","foreign","FALSE"
0,24,1258,3,57,"poor","goods/repair","foreign","FALSE"
0,6,753,2,64,"poor","goods/repair","foreign","FALSE"
0,18,2427,4,42,"poor","biz","foreign","FALSE"
1,24,2538,4,47,"poor","newcar","foreign","FALSE"
1,15,1264,2,25,"good","newcar","foreign","TRUE"
1,30,8386,2,49,"terrible","goods/repair","foreign","FALSE"
1,48,4844,3,33,"poor","biz","foreign","TRUE"
0,21,2923,1,28,"poor","newcar","foreign","FALSE"
1,36,8229,2,26,"poor","usedcar","foreign","FALSE"
0,24,2028,2,30,"terrible","goods/repair","foreign","FALSE"
0,15,1433,4,25,"terrible","goods/repair","foreign","TRUE"
0,42,6289,2,33,"good","biz","foreign","FALSE"
0,13,1409,2,64,"poor","goods/repair","foreign","FALSE"
0,24,6579,4,29,"poor","usedcar","foreign","FALSE"
0,24,1743,4,48,"terrible","goods/repair","foreign","FALSE"
0,12,3565,2,37,"terrible","edu","foreign","FALSE"
0,15,1569,4,34,"good","goods/repair","foreign","FALSE"
0,18,1936,2,23,"poor","goods/repair","foreign","TRUE"
0,36,3959,4,30,"poor","goods/repair","foreign","FALSE"
0,12,2390,4,50,"poor","newcar","foreign","FALSE"
0,12,1736,3,31,"poor","goods/repair","foreign","FALSE"
0,30,3857,4,40,"poor","usedcar","foreign","FALSE"
0,12,804,4,38,"poor","goods/repair","foreign","FALSE"
1,45,1845,4,23,"poor","goods/repair","foreign","FALSE"
0,45,4576,3,27,"terrible","usedcar","foreign","FALSE"
