"region","date","asp","units"
"RaleighGreensboro","7/31/2016",1.33,273951.5
"RaleighGreensboro","7/24/2016",1.31,279159.58
"RaleighGreensboro","7/17/2016",1.28,279442.6
"RaleighGreensboro","7/10/2016",1.2,303559.52
"RaleighGreensboro","7/3/2016",1.14,307215.96
"RaleighGreensboro","6/26/2016",1.12,297550.9
"RaleighGreensboro","6/19/2016",1.12,313757.2
"RaleighGreensboro","6/12/2016",1.09,298517.24
"RaleighGreensboro","6/5/2016",1.11,308049.48
"RaleighGreensboro","5/29/2016",1.18,295356.64
"RaleighGreensboro","5/22/2016",1.16,288374.18
"RaleighGreensboro","5/15/2016",1.1,293520.49
"RaleighGreensboro","5/8/2016",1.07,318524.19
"RaleighGreensboro","5/1/2016",1.06,326468.57
"RaleighGreensboro","4/24/2016",1.07,311438.51
"RaleighGreensboro","4/17/2016",1.11,284896.14
"RaleighGreensboro","4/10/2016",1.09,274246.43
"RaleighGreensboro","4/3/2016",1.13,262808.03
"RaleighGreensboro","3/27/2016",1.14,260487.14
"RaleighGreensboro","3/20/2016",1.13,288866.22
"RaleighGreensboro","3/13/2016",1.08,303779.53
"RaleighGreensboro","3/6/2016",1.08,298087.71
"RaleighGreensboro","2/28/2016",1.08,281060.42
"RaleighGreensboro","2/21/2016",1.05,263148.45
"RaleighGreensboro","2/14/2016",0.99,283960.43
"RaleighGreensboro","2/7/2016",0.86,403849.99
"RaleighGreensboro","1/31/2016",0.96,290633.33
"RaleighGreensboro","1/24/2016",0.96,242512.95
"RaleighGreensboro","1/17/2016",1,272248.84
"RaleighGreensboro","1/10/2016",0.99,257990.11
"RaleighGreensboro","1/3/2016",0.92,280335.82
"RichmondNorfolk","12/25/2016",1.2,176103.25
"RichmondNorfolk","12/18/2016",1.15,174209.1
"RichmondNorfolk","12/11/2016",1.1,186495.71
"RichmondNorfolk","12/4/2016",1.18,183871.72
"RichmondNorfolk","11/27/2016",1.21,154199.13
"RichmondNorfolk","11/20/2016",1.29,177112.27
"RichmondNorfolk","11/13/2016",1.33,177641.28
"RichmondNorfolk","11/6/2016",1.39,169723.23
"RichmondNorfolk","10/30/2016",1.28,174400.73
"RichmondNorfolk","10/23/2016",1.34,178512.86
"RichmondNorfolk","10/16/2016",1.28,203089.29
"RichmondNorfolk","10/9/2016",1.25,213460.34
"RichmondNorfolk","10/2/2016",1.19,229339.1
"RichmondNorfolk","9/25/2016",1.27,210791.27
"RichmondNorfolk","9/18/2016",1.18,238848.85
"RichmondNorfolk","9/11/2016",1.13,240632.37
"RichmondNorfolk","9/4/2016",1.11,263823.88
"RichmondNorfolk","8/28/2016",1.06,250434.52
"RichmondNorfolk","8/21/2016",1.11,236349.68
"RichmondNorfolk","8/14/2016",1.12,247600.94
"RichmondNorfolk","8/7/2016",1.1,266174.1
"RichmondNorfolk","7/31/2016",1.17,245374.63
"RichmondNorfolk","7/24/2016",1.07,272728.01
"RichmondNorfolk","7/17/2016",1.06,264253.28
"RichmondNorfolk","7/10/2016",1.02,296610.12
"RichmondNorfolk","7/3/2016",0.99,305399.4
"RichmondNorfolk","6/26/2016",1,259281.86
"RichmondNorfolk","6/19/2016",0.99,278178.65
"RichmondNorfolk","6/12/2016",0.96,280191.2
"RichmondNorfolk","6/5/2016",0.98,268775.52
"RichmondNorfolk","5/29/2016",1,274103.16
"RichmondNorfolk","5/22/2016",0.96,271979.26
"RichmondNorfolk","5/15/2016",1,250352.36
"RichmondNorfolk","5/8/2016",0.9,334121.64
"RichmondNorfolk","5/1/2016",0.95,283660.1
"RichmondNorfolk","4/24/2016",0.98,273208.48
"RichmondNorfolk","4/17/2016",0.99,251803.25
"RichmondNorfolk","4/10/2016",1.01,220100.13
"RichmondNorfolk","4/3/2016",1.03,189989.18
"RichmondNorfolk","3/27/2016",1.02,233604.1
"RichmondNorfolk","3/20/2016",0.99,264247.19
"RichmondNorfolk","3/13/2016",1.02,246110.88
"RichmondNorfolk","3/6/2016",0.99,255419.61
"RichmondNorfolk","2/28/2016",1.04,230260.29
"RichmondNorfolk","2/21/2016",0.98,214625.59
"RichmondNorfolk","2/14/2016",0.92,254611.93
"RichmondNorfolk","2/7/2016",0.78,394461.41
"RichmondNorfolk","1/31/2016",0.98,222414.16
"RichmondNorfolk","1/24/2016",0.97,272314.29
"RichmondNorfolk","1/17/2016",0.97,272594.61
"RichmondNorfolk","1/10/2016",0.97,243704.71
"RichmondNorfolk","1/3/2016",0.96,235618.91
"Roanoke","12/25/2016",1.16,103804.48
"Roanoke","12/18/2016",1.15,93106.8
"Roanoke","12/11/2016",1.04,113394.91
"Roanoke","12/4/2016",1.17,105733.4
"Roanoke","11/27/2016",1.31,82819.13
"Roanoke","11/20/2016",1.33,99233.86
"Roanoke","11/13/2016",1.41,98075.02
"Roanoke","11/6/2016",1.39,104169.98
"Roanoke","10/30/2016",1.26,105608.34
"Roanoke","10/23/2016",1.26,107231.19
"Roanoke","10/16/2016",1.22,121791.92
"Roanoke","10/9/2016",1.23,118935.46
"Roanoke","10/2/2016",1.13,133182.18
"Roanoke","9/25/2016",1.07,142130.59
"Roanoke","9/18/2016",1.06,144272.73
"Roanoke","9/11/2016",1.02,156833.09
"Roanoke","9/4/2016",1.01,162357.83
"Roanoke","8/28/2016",1.03,155029.38
"Roanoke","8/21/2016",1.04,147961.26
"Roanoke","8/14/2016",1.04,145313.85
"Roanoke","8/7/2016",1.04,142168.01
"Roanoke","7/31/2016",1.07,143067.18
"Roanoke","7/24/2016",1.04,150126.91
"Roanoke","7/17/2016",1.04,144948.27
"Roanoke","7/10/2016",1.01,158961.77
"Roanoke","7/3/2016",0.99,164583.69
"Roanoke","6/26/2016",1.02,141407.11
"Roanoke","6/19/2016",1,158224.62
"Roanoke","6/12/2016",0.99,152148.72
"Roanoke","6/5/2016",0.96,151372.89
"Roanoke","5/29/2016",0.93,162618.02
"Roanoke","5/22/2016",0.9,171189.02
"Roanoke","5/15/2016",0.94,141716.2
"Roanoke","5/8/2016",0.87,184595.6
"Roanoke","5/1/2016",0.87,178487.59
"Roanoke","4/24/2016",0.91,164410.77
"Roanoke","4/17/2016",0.93,150910
"Roanoke","4/10/2016",0.93,133381.56
"Roanoke","4/3/2016",0.97,113028.45
"Roanoke","3/27/2016",0.96,139668.9
"Roanoke","3/20/2016",0.96,156283.99
"Roanoke","3/13/2016",0.99,139661.75
"Roanoke","3/6/2016",0.98,142026.9
"Roanoke","2/28/2016",0.99,135623.05
"Roanoke","2/21/2016",0.98,115875.65
"Roanoke","2/14/2016",0.9,159758.46
"Roanoke","2/7/2016",0.91,198011.31
"Roanoke","1/31/2016",0.99,121477.84
"Roanoke","1/24/2016",0.99,143015.44
"Roanoke","1/17/2016",0.98,157618.05
"Roanoke","1/10/2016",0.97,143703.88
"Roanoke","1/3/2016",0.91,156699.18
"Sacramento","12/25/2016",1.07,428247.63
"Sacramento","12/18/2016",1.04,384448.27
"Sacramento","12/11/2016",1.03,434567.21
"Sacramento","12/4/2016",1.29,315955.99
"Sacramento","11/27/2016",1.43,279333.62
"Sacramento","11/20/2016",1.53,289773.71
"Sacramento","11/13/2016",1.62,277735.11
"Sacramento","11/6/2016",1.78,266345.33
"Sacramento","10/30/2016",1.79,238699.3
"Sacramento","10/23/2016",1.59,253163.64
"Sacramento","10/16/2016",1.61,330213.06
"Sacramento","10/9/2016",1.49,370422.62
"Sacramento","10/2/2016",1.35,381992.7
"Sacramento","9/25/2016",1.34,420076.53
"Sacramento","9/18/2016",1.39,407813.86
"Sacramento","9/11/2016",1.34,432472.11
"Sacramento","9/4/2016",1.32,472090.23
"Sacramento","8/28/2016",1.33,421583.74
"Sacramento","8/21/2016",1.27,456755.06
"Sacramento","8/14/2016",1.19,512843.34
"Sacramento","8/7/2016",1.37,453622.9
"Sacramento","7/31/2016",1.4,466095.04
"Sacramento","7/24/2016",1.42,450895.76
"Sacramento","7/17/2016",1.31,471698.22
"Sacramento","7/10/2016",1.26,489099.02
"Sacramento","7/3/2016",1.24,565017.74
"Sacramento","6/26/2016",1.25,464446.2
"Sacramento","6/19/2016",1.2,508036.18
"Sacramento","6/12/2016",1.15,501159.1
"Sacramento","6/5/2016",1.17,521408.99
"Sacramento","5/29/2016",1.18,489338.25
"Sacramento","5/22/2016",1.1,488201.43
"Sacramento","5/15/2016",1.17,438309.86
"Sacramento","5/8/2016",1,569710.14
"Sacramento","5/1/2016",1.06,481861.11
"Sacramento","4/24/2016",1.01,529817.53
"Sacramento","4/17/2016",1.15,448082.46
"Sacramento","4/10/2016",1.15,459342.82
"Sacramento","4/3/2016",1.05,488547.76
"Sacramento","3/27/2016",1.18,458899.34
"Sacramento","3/20/2016",1.18,404736.39
"Sacramento","3/13/2016",1.14,441333.91
"Sacramento","3/6/2016",1.13,443386.65
"Sacramento","2/28/2016",1.13,439280.11
"Sacramento","2/21/2016",1.09,419479.7
"Sacramento","2/14/2016",1.04,447945.8
"Sacramento","2/7/2016",0.91,796524.48
"Sacramento","1/31/2016",1.13,434121.25
"Sacramento","1/24/2016",1.11,409324.93
"Sacramento","1/17/2016",1.11,437356.64
"Sacramento","1/10/2016",1.08,434238.52
"Sacramento","1/3/2016",0.96,512117.98
"SanDiego","12/25/2016",0.89,473730.19
"SanDiego","12/18/2016",0.9,437170.79
"SanDiego","12/11/2016",0.81,505122.6
"SanDiego","12/4/2016",0.85,499144.04
"SanDiego","11/27/2016",1.08,392291.47
"SanDiego","11/20/2016",1.25,369682.4
"SanDiego","11/13/2016",1.37,353828.79
"SanDiego","11/6/2016",1.68,292299.52
"SanDiego","10/30/2016",1.65,270941.97
"SanDiego","10/23/2016",1.32,366026.91
"SanDiego","10/16/2016",1.27,443367.98
"SanDiego","10/9/2016",1.25,473046.6
"SanDiego","10/2/2016",1.09,534801.53
"SanDiego","9/25/2016",1.05,566089.72
"SanDiego","9/18/2016",1.18,457197.25
"SanDiego","9/11/2016",1.08,498555.72
"SanDiego","9/4/2016",1.06,550756.68
"SanDiego","8/28/2016",0.9,620041.46
"SanDiego","8/21/2016",0.94,578630.39
"SanDiego","8/14/2016",1.19,499056.18
"SanDiego","8/7/2016",1.14,534955.59
"SanDiego","7/31/2016",1.16,522678.71
"SanDiego","7/24/2016",1.18,526657.41
"SanDiego","7/17/2016",1.12,519567.72
"SanDiego","7/10/2016",0.98,604082.24
"SanDiego","7/3/2016",1.04,613005.97
"SanDiego","6/26/2016",0.89,595917.64
"SanDiego","6/19/2016",0.98,573831.3
"SanDiego","6/12/2016",0.88,596634.56
"SanDiego","6/5/2016",0.83,661159.79
"SanDiego","5/29/2016",0.92,576543.05
"SanDiego","5/22/2016",0.78,569349.05
"SanDiego","5/15/2016",0.86,553706.74
"SanDiego","5/8/2016",0.78,649503.23
"SanDiego","5/1/2016",0.68,679213.01
"SanDiego","4/24/2016",0.73,623486.79
"SanDiego","4/17/2016",0.8,621350.28
"SanDiego","4/10/2016",0.84,589694.67
"SanDiego","4/3/2016",0.9,527115.47
"SanDiego","3/27/2016",0.8,615580.7
"SanDiego","3/20/2016",0.76,649914.07
"SanDiego","3/13/2016",0.84,567953.21
"SanDiego","3/6/2016",0.81,627397.71
"SanDiego","2/28/2016",0.8,585693.61
"SanDiego","2/21/2016",0.86,592197.58
"SanDiego","2/14/2016",0.79,595414.77
"SanDiego","2/7/2016",0.61,917660.79
"SanDiego","1/31/2016",0.72,643326.66
"SanDiego","1/24/2016",0.85,564637.66
"SanDiego","1/17/2016",0.79,561712.98
"SanDiego","1/10/2016",0.81,578610.94
"SanDiego","1/3/2016",0.65,719749.77
"SanFrancisco","12/25/2016",1.18,690027.33
"SanFrancisco","12/18/2016",1.22,643518.28
"SanFrancisco","12/11/2016",1.29,655428.34
"SanFrancisco","12/4/2016",1.52,542857.36
"SanFrancisco","11/27/2016",1.75,488378.1
"SanFrancisco","11/20/2016",1.89,510752.32
"SanFrancisco","11/13/2016",1.94,506543.8
"SanFrancisco","11/6/2016",2.07,492504.81
"SanFrancisco","10/30/2016",2.2,477937.8
"SanFrancisco","10/23/2016",1.87,411873.66
"SanFrancisco","10/16/2016",1.99,590535.06
"SanFrancisco","10/9/2016",1.82,673082.26
"SanFrancisco","10/2/2016",1.52,731993.57
"SanFrancisco","9/25/2016",1.43,860546.65
"SanFrancisco","9/18/2016",1.5,813575.88
"SanFrancisco","9/11/2016",1.43,862732.45
"SanFrancisco","9/4/2016",1.47,850104.12
"SanFrancisco","8/28/2016",1.38,812410.86
"SanFrancisco","8/21/2016",1.28,825338.15
"SanFrancisco","8/14/2016",1.03,1114834.28
"SanFrancisco","8/7/2016",1.49,753570.45
"SanFrancisco","7/31/2016",1.52,814505.22
"SanFrancisco","7/24/2016",1.54,817357.28
"SanFrancisco","7/17/2016",1.46,804071.94
"SanFrancisco","7/10/2016",1.4,842731.76
"SanFrancisco","7/3/2016",1.41,891917.15
"SanFrancisco","6/26/2016",1.5,749554.87
"SanFrancisco","6/19/2016",1.44,800921.02
"SanFrancisco","6/12/2016",1.45,770382.05
"SanFrancisco","6/5/2016",1.35,899154.46
"SanFrancisco","5/29/2016",1.34,891069.03
"SanFrancisco","5/22/2016",1.31,817923.28
"SanFrancisco","5/15/2016",1.37,772064.79
"SanFrancisco","5/8/2016",1.06,961334.65
"SanFrancisco","5/1/2016",0.99,1001227.21
"SanFrancisco","4/24/2016",1,1017425.89
"SanFrancisco","4/17/2016",1.39,786422.89
"SanFrancisco","4/10/2016",1.38,765652.36
"SanFrancisco","4/3/2016",1.12,849739.84
"SanFrancisco","3/27/2016",1.47,716020.43
"SanFrancisco","3/20/2016",1.4,739577.85
"SanFrancisco","3/13/2016",1.41,714002.3
"SanFrancisco","3/6/2016",1.29,817240.38
"SanFrancisco","2/28/2016",1.29,824092.61
"SanFrancisco","2/21/2016",1.15,799826.02
"SanFrancisco","2/14/2016",1.34,696959.32
"SanFrancisco","2/7/2016",0.89,1355047.15
"SanFrancisco","1/31/2016",1.27,805039.06
"SanFrancisco","1/24/2016",1.05,844417.47
"SanFrancisco","1/17/2016",1.24,732860.83
"SanFrancisco","1/10/2016",1.21,765839.95
"SanFrancisco","1/3/2016",0.93,918798.74
"Seattle","12/25/2016",1.17,475143.56
"Seattle","12/18/2016",1.09,459322.74
"Seattle","12/11/2016",0.88,809403.75
"Seattle","12/4/2016",1.23,531803.4
"Seattle","11/27/2016",1.45,383268.86
"Seattle","11/20/2016",1.41,447760.4
"Seattle","11/13/2016",1.43,472868.46
"Seattle","11/6/2016",1.43,446970.37
"Seattle","10/30/2016",1.42,368056.21
"Seattle","10/23/2016",1.12,619599.06
"Seattle","10/16/2016",1.2,618367.26
"Seattle","10/9/2016",1.23,556874.5
"Seattle","10/2/2016",0.89,917139.67
"Seattle","9/25/2016",1.03,655426.45
"Seattle","9/18/2016",1.03,586212.19
"Seattle","9/11/2016",1,644049.31
"Seattle","9/4/2016",1.13,563852.38
"Seattle","8/28/2016",1.08,592604.21
"Seattle","8/21/2016",1.11,605652.82
"Seattle","8/14/2016",1.14,591638.12
"Seattle","8/7/2016",1.11,619209.25
"Seattle","7/31/2016",1.12,595856.48
"Seattle","7/24/2016",1.1,581023.47
"Seattle","7/17/2016",1.03,639853.23
"Seattle","7/10/2016",1.11,628610.41
"Seattle","7/3/2016",1.1,663580.48
"Seattle","6/26/2016",1.03,638550.37
"Seattle","6/19/2016",0.97,677710.31
"Seattle","6/12/2016",1.01,666340.59
"Seattle","6/5/2016",0.86,866343.38
"Seattle","5/29/2016",0.87,771235.53
"Seattle","5/22/2016",0.87,726064.91
"Seattle","5/15/2016",0.83,844349.33
"Seattle","5/8/2016",0.82,1007800.54
"Seattle","5/1/2016",0.82,858037.45
"Seattle","4/24/2016",0.88,752138.28
"Seattle","4/17/2016",0.84,862450.87
"Seattle","4/10/2016",0.93,728447.49
"Seattle","4/3/2016",0.86,793187.83
"Seattle","3/27/2016",0.85,781581.62
"Seattle","3/20/2016",1.02,596110.62
"Seattle","3/13/2016",0.94,712808.08
"Seattle","3/6/2016",0.88,782395.12
"Seattle","2/28/2016",0.91,737516.16
"Seattle","2/21/2016",0.86,755726.36
"Seattle","2/14/2016",0.98,593651.59
"Seattle","2/7/2016",0.75,1040955.47
"Seattle","1/31/2016",0.98,666670.45
"Seattle","1/24/2016",0.92,726078.64
"Seattle","1/17/2016",0.94,788935.31
"Seattle","1/10/2016",0.86,831911.78
"Seattle","1/3/2016",0.89,814295.85
"SouthCarolina","12/25/2016",1.02,308342.51
"SouthCarolina","12/18/2016",1.07,269690.96
"SouthCarolina","12/11/2016",1.2,243555.26
"SouthCarolina","12/4/2016",1.09,304040.1
"SouthCarolina","11/27/2016",1.33,229072.3
"SouthCarolina","11/20/2016",1.34,246915.39
"SouthCarolina","11/13/2016",1.41,255288.43
"SouthCarolina","11/6/2016",1.5,222378.08
"SouthCarolina","10/30/2016",1.43,227993.9
"SouthCarolina","10/23/2016",1.4,260446.46
"SouthCarolina","10/16/2016",1.3,281240.11
"SouthCarolina","10/9/2016",1.32,262764.71
"SouthCarolina","10/2/2016",1.3,301001.94
"SouthCarolina","9/25/2016",1.25,327724.02
"SouthCarolina","9/18/2016",1.12,331549.04
"SouthCarolina","9/11/2016",1.08,341887.56
"SouthCarolina","9/4/2016",1.03,419927.05
"SouthCarolina","8/28/2016",1.11,352297.98
"SouthCarolina","8/21/2016",1.08,381549.32
"SouthCarolina","8/14/2016",1.11,389639.12
"SouthCarolina","8/7/2016",1.17,362625.87
"SouthCarolina","7/31/2016",1.18,344490.91
"SouthCarolina","7/24/2016",1.18,336673.77
"SouthCarolina","7/17/2016",1.17,336050.16
"SouthCarolina","7/10/2016",1.08,389300.41
"SouthCarolina","7/3/2016",0.95,515792.87
"SouthCarolina","6/26/2016",1.07,367778.6
"SouthCarolina","6/19/2016",0.97,451741.89
"SouthCarolina","6/12/2016",1.04,357902.32
"SouthCarolina","6/5/2016",0.94,416168.39
"SouthCarolina","5/29/2016",0.97,441398.16
"SouthCarolina","5/22/2016",1.04,343576.29
"SouthCarolina","5/15/2016",0.89,422276.07
"SouthCarolina","5/8/2016",0.82,504149.45
"SouthCarolina","5/1/2016",0.76,591962.95
"SouthCarolina","4/24/2016",0.93,420066.9
"SouthCarolina","4/17/2016",1.01,370690.55
"SouthCarolina","4/10/2016",0.96,397990.96
"SouthCarolina","4/3/2016",1.05,340564.79
"SouthCarolina","3/27/2016",1.07,315023.95
"SouthCarolina","3/20/2016",1.07,331531.06
"SouthCarolina","3/13/2016",0.96,414943.26
"SouthCarolina","3/6/2016",1.06,325786.78
"SouthCarolina","2/28/2016",0.93,387740.23
"SouthCarolina","2/21/2016",1.04,302654.13
"SouthCarolina","2/14/2016",0.91,342704.71
"SouthCarolina","2/7/2016",0.69,593759.78
"SouthCarolina","1/31/2016",1.01,312455.27
"SouthCarolina","1/24/2016",0.95,317032.31
"SouthCarolina","1/17/2016",1.05,287599.16
"SouthCarolina","1/10/2016",0.98,322434.61
"SouthCarolina","1/3/2016",1.03,319228.46
"Spokane","12/25/2016",1.15,69054.97
"Spokane","12/18/2016",0.97,78377.53
"Spokane","12/11/2016",0.96,91423.14
"Spokane","12/4/2016",1.4,59510.92
"Spokane","11/27/2016",1.49,49762.2
"Spokane","11/20/2016",1.14,81018.31
"Spokane","11/13/2016",1.07,99460.72
"Spokane","11/6/2016",1.48,61365.68
"Spokane","10/30/2016",1.39,51300.44
"Spokane","10/23/2016",1.23,79477.96
"Spokane","10/16/2016",1.33,68850.22
"Spokane","10/9/2016",1.19,76241.91
"Spokane","10/2/2016",0.87,131585.32
"Spokane","9/25/2016",1.09,86853.6
"Spokane","9/18/2016",1.05,74748.35
"Spokane","9/11/2016",0.98,83096.19
"Spokane","9/4/2016",1.12,83575.85
"Spokane","8/28/2016",1.12,83627.94
"Spokane","8/21/2016",1.09,87249.43
"Spokane","8/14/2016",1.14,83933.43
"Spokane","8/7/2016",1.16,89531.14
"Spokane","7/31/2016",1.14,83902.91
"Spokane","7/24/2016",1.08,82617.47
"Spokane","7/17/2016",0.98,92386.91
"Spokane","7/10/2016",1.06,90750.72
"Spokane","7/3/2016",1.09,97365.48
"Spokane","6/26/2016",1.02,90301.82
"Spokane","6/19/2016",0.96,91554.79
"Spokane","6/12/2016",0.99,93820.2
"Spokane","6/5/2016",0.87,125934.24
"Spokane","5/29/2016",0.87,109604.3
"Spokane","5/22/2016",0.89,100552.55
"Spokane","5/15/2016",0.85,111993.65
"Spokane","5/8/2016",0.84,127403.24
"Spokane","5/1/2016",0.86,116347.79
"Spokane","4/24/2016",0.95,95660.52
"Spokane","4/17/2016",0.82,131734.46
"Spokane","4/10/2016",0.96,103998.99
"Spokane","4/3/2016",0.92,98398.44
"Spokane","3/27/2016",0.81,110616.23
"Spokane","3/20/2016",1.02,83457.56
"Spokane","3/13/2016",0.93,94531.04
"Spokane","3/6/2016",0.91,101869.42
"Spokane","2/28/2016",0.95,92596.44
"Spokane","2/21/2016",0.82,112075.27
"Spokane","2/14/2016",0.95,81626.44
"Spokane","2/7/2016",0.74,154732.54
"Spokane","1/31/2016",1,88040.94
"Spokane","1/24/2016",0.97,89537.48
"Spokane","1/17/2016",0.98,100754.26
"Spokane","1/10/2016",0.88,111604.85
"Spokane","1/3/2016",0.9,113049.35
"StLouis","12/25/2016",1.02,132034.47
"StLouis","12/18/2016",0.97,137885.02
"StLouis","12/11/2016",1.11,117572.64
"StLouis","12/4/2016",1.1,118176.43
"StLouis","11/27/2016",1.16,100424.14
"StLouis","11/20/2016",1.29,99930.79
"StLouis","11/13/2016",1.34,128094.25
"StLouis","11/6/2016",1.25,139697.75
"StLouis","10/30/2016",1.01,128966.42
"StLouis","10/23/2016",0.95,184407
"StLouis","10/16/2016",1.29,124201.08
"StLouis","10/9/2016",1.3,125599.65
"StLouis","10/2/2016",1.16,140030.37
"StLouis","9/25/2016",1.06,165887.64
"StLouis","9/18/2016",1.17,147517.96
"StLouis","9/11/2016",1.05,182676.07
"StLouis","9/4/2016",1.16,151456.08
"StLouis","8/28/2016",1.15,133188.79
"StLouis","8/21/2016",1.03,184060.51
"StLouis","8/14/2016",0.91,230729.63
"StLouis","8/7/2016",0.85,268010.32
"StLouis","7/31/2016",1.03,214273.18
"StLouis","7/24/2016",0.94,255732.97
"StLouis","7/17/2016",0.88,261737.36
"StLouis","7/10/2016",0.74,314847.96
"StLouis","7/3/2016",0.76,348135.49
"StLouis","6/26/2016",0.97,236899.58
"StLouis","6/19/2016",0.95,254402.94
"StLouis","6/12/2016",0.92,251349.57
"StLouis","6/5/2016",0.83,284148.54
"StLouis","5/29/2016",0.8,245482.03
"StLouis","5/22/2016",0.81,279392.4
"StLouis","5/15/2016",0.75,290603.88
"StLouis","5/8/2016",0.85,263363.51
"StLouis","5/1/2016",0.79,256180.45
"StLouis","4/24/2016",0.8,233320.58
"StLouis","4/17/2016",0.91,197200.66
"StLouis","4/10/2016",0.87,218755.02
"StLouis","4/3/2016",0.94,179484.73
"StLouis","3/27/2016",0.97,156454.78
"StLouis","3/20/2016",0.88,195882.17
"StLouis","3/13/2016",0.89,172598.72
"StLouis","3/6/2016",0.96,185570.14
"StLouis","2/28/2016",0.98,173282.78
"StLouis","2/21/2016",1,207338.72
"StLouis","2/14/2016",0.98,165070.79
"StLouis","2/7/2016",0.87,271355.48
"StLouis","1/31/2016",1.01,219443.76
"StLouis","1/24/2016",1.1,167619.96
"StLouis","1/17/2016",1.15,167689.21
"StLouis","1/10/2016",1.01,218460.75
"StLouis","1/3/2016",1,213437.44
"Syracuse","12/25/2016",1.46,46036.04
"Syracuse","12/18/2016",1.42,42029.51
"Syracuse","12/11/2016",1.5,41911.21
"Syracuse","12/4/2016",1.64,50831.37
"Syracuse","11/27/2016",1.55,33757.95
"Syracuse","11/20/2016",1.61,38598.98
"Syracuse","11/13/2016",1.62,39271.46
"Syracuse","11/6/2016",1.59,38868.74
"Syracuse","10/30/2016",1.56,33699.68
"Syracuse","10/23/2016",1.38,56428.14
"Syracuse","10/16/2016",1.36,55053.59
"Syracuse","10/9/2016",1.23,69593.63
"Syracuse","10/2/2016",1.43,53796.49
"Syracuse","9/25/2016",1.54,61352.25
"Syracuse","9/18/2016",1.46,55922.25
"Syracuse","9/11/2016",1.35,60993.34
"Syracuse","9/4/2016",1.53,51792.9
"Syracuse","8/28/2016",1.38,71711.83
"Syracuse","8/21/2016",1.44,58497.96
"Syracuse","8/14/2016",1.35,60212.3
"Syracuse","8/7/2016",1.53,60523.63
"Syracuse","7/31/2016",1.6,68311.05
"Syracuse","7/24/2016",1.5,56952.09
"Syracuse","7/17/2016",1.31,66907.33
"Syracuse","7/10/2016",1.29,84386.24
"Syracuse","7/3/2016",1.37,85205.46
"Syracuse","6/26/2016",1.43,84340.47
"Syracuse","6/19/2016",1.35,78211.73
"Syracuse","6/12/2016",1.29,79669.3
"Syracuse","6/5/2016",1.31,80015.17
"Syracuse","5/29/2016",1.36,82173.8
"Syracuse","5/22/2016",1.27,72636.09
"Syracuse","5/15/2016",1.23,71440
"Syracuse","5/8/2016",1.23,85623.78
"Syracuse","5/1/2016",1.31,83407.69
"Syracuse","4/24/2016",1.22,68819
"Syracuse","4/17/2016",1.21,70543.09
"Syracuse","4/10/2016",1.28,62892.35
"Syracuse","4/3/2016",1.03,58862.37
"Syracuse","3/27/2016",1.29,72427.45
"Syracuse","3/20/2016",1.24,72560.52
"Syracuse","3/13/2016",1.18,71223.95
"Syracuse","3/6/2016",1.36,64866.67
"Syracuse","2/28/2016",1.27,64336.75
"Syracuse","2/21/2016",1.34,65393.08
"Syracuse","2/14/2016",1.28,65765.73
"Syracuse","2/7/2016",1.28,90935.19
"Syracuse","1/31/2016",1.2,70174.79
"Syracuse","1/24/2016",1.32,64280.43
"Syracuse","1/17/2016",1.37,70134.99
"Syracuse","1/10/2016",1.36,57676.73
"Syracuse","1/3/2016",1.34,69200.73
"Tampa","12/25/2016",0.93,445441.47
"Tampa","12/18/2016",0.93,412891.05
"Tampa","12/11/2016",1.22,289765.21
"Tampa","12/4/2016",0.96,500795.57
"Tampa","11/27/2016",1.45,265590.66
"Tampa","11/20/2016",1.47,279595.13
"Tampa","11/13/2016",1.38,323761.18
"Tampa","11/6/2016",1.46,284328.38
"Tampa","10/30/2016",1.52,265332.11
"Tampa","10/23/2016",1.53,281815.95
"Tampa","10/16/2016",1.26,371149.3
"Tampa","10/9/2016",1.45,337370.09
"Tampa","10/2/2016",1.45,323324.31
"Tampa","9/25/2016",1.37,349975.92
"Tampa","9/18/2016",1.14,344938.28
"Tampa","9/11/2016",1.16,338518.81
"Tampa","9/4/2016",0.95,560691.13
"Tampa","8/28/2016",1.14,378817.72
"Tampa","8/21/2016",1.14,390053.1
"Tampa","8/14/2016",1.14,452075.68
"Tampa","8/7/2016",1.21,362836.43
"Tampa","7/31/2016",1.25,330277.63
"Tampa","7/24/2016",1.22,353863.19
"Tampa","7/17/2016",1.17,376274.95
"Tampa","7/10/2016",1.15,359346.63
"Tampa","7/3/2016",0.93,613097.67
"Tampa","6/26/2016",1.16,361181.98
"Tampa","6/19/2016",0.98,497270.56
"Tampa","6/12/2016",1.23,311068.54
"Tampa","6/5/2016",0.97,485002.55
"Tampa","5/29/2016",0.96,532427.02
"Tampa","5/22/2016",1.18,327249.29
"Tampa","5/15/2016",0.86,522134.64
"Tampa","5/8/2016",0.92,493628.61
"Tampa","5/1/2016",0.75,741724.85
"Tampa","4/24/2016",0.86,566117.77
"Tampa","4/17/2016",1.06,387923.77
"Tampa","4/10/2016",0.85,549365.61
"Tampa","4/3/2016",1.04,402546.34
"Tampa","3/27/2016",1.08,342762.43
"Tampa","3/20/2016",1.1,326332.48
"Tampa","3/13/2016",0.86,527217.55
"Tampa","3/6/2016",1.08,331997.49
