"longitude","latitude","housingMedianAge","population","households","medianIncome","medianHouseValue","AveBedrms","AveRooms","AveOccupancy"
-118.22,33.91,28,2263,473,15161,103200,1.05708245243129,3.90486257928118,4.78435517970402
-118.2,33.9,26,1178,263,21200,105000,1.04562737642586,3.80228136882129,4.47908745247148
-118.21,33.9,35,2010,540,20817,104600,1.07222222222222,4.48148148148148,3.72222222222222
-118.21,33.9,41,973,253,19583,102300,0.920948616600791,3.71936758893281,3.84584980237154
-118.22,33.9,35,1786,388,14091,105600,1.09278350515464,4.25,4.60309278350515
-118.22,33.9,30,1112,238,17262,115600,1.09243697478992,4.23109243697479,4.67226890756303
-118.2,33.92,36,477,130,36719,130400,0.8,3.18461538461538,3.66923076923077
-118.2,33.92,45,1025,248,32798,141200,1.02016129032258,5.17338709677419,4.13306451612903
-118.2,33.92,39,895,207,31538,155600,1.04830917874396,5.07246376811594,4.32367149758454
-118.21,33.91,37,1197,250,27109,133000,1.06,4.292,4.788
-118.21,33.92,41,1432,326,32976,151200,1.11349693251534,5.28220858895706,4.39263803680982
-118.21,33.92,36,645,145,31964,115400,1.03448275862069,4.15172413793103,4.44827586206897
-118.18,33.91,41,1535,322,30134,128100,0.928571428571429,3.91304347826087,4.76708074534162
-118.18,33.91,36,878,224,20625,134400,1.0625,5.08035714285714,3.91964285714286
-118.19,33.91,43,1509,376,26354,128100,0.949468085106383,4.0718085106383,4.01329787234043
-118.19,33.91,33,826,212,27708,117400,1.06132075471698,4.31603773584906,3.89622641509434
-118.19,33.92,35,1153,252,33050,115800,0.956349206349206,3.63095238095238,4.57539682539683
-118.19,33.91,35,2935,706,20134,132400,1.05949008498584,3.81728045325779,4.15722379603399
-118.2,33.91,43,1494,298,35878,118400,0.932885906040268,4.63422818791946,5.01342281879195
-118.2,33.9,33,1298,299,27813,105100,1.07692307692308,4.79933110367893,4.34113712374582
-118.2,33.91,36,1836,462,28793,118100,1.08008658008658,4.94155844155844,3.97402597402597
-118.19,33.9,36,1385,288,23214,104800,0.940972222222222,3.72569444444444,4.80902777777778
-118.19,33.9,32,2677,632,25719,105600,1.03164556962025,4.37025316455696,4.23575949367089
-118.19,33.9,36,2073,494,19952,112900,1.09919028340081,4.7085020242915,4.19635627530364
-118.19,33.89,31,1154,247,21071,99500,0.906882591093117,3.58704453441296,4.67206477732794
-118.19,33.89,32,1639,376,20357,107300,1.16489361702128,4.51063829787234,4.35904255319149
-118.2,33.89,37,2499,551,25321,105100,1.03085299455535,4.3448275862069,4.53539019963702
-118.2,33.9,34,2093,413,22125,103200,1.07506053268765,3.75786924939467,5.06779661016949
-118.19,33.89,38,3702,927,29293,113600,1.06364617044229,4.3344120819849,3.99352750809061
-118.2,33.89,40,2170,541,27212,107900,1.04251386321627,4.6913123844732,4.01109057301294
-118.21,33.89,42,929,235,43646,116200,0.957446808510638,5.33617021276596,3.9531914893617
-118.21,33.89,39,1389,360,27443,113900,1.01111111111111,4.34722222222222,3.85833333333333
-118.21,33.89,42,1104,297,22125,120700,1.24579124579125,5.85521885521886,3.71717171717172
-118.21,33.9,43,1335,358,31189,118800,0.997206703910615,5.05586592178771,3.72905027932961
-118.21,33.89,45,1128,261,34792,110700,0.896551724137931,4.63984674329502,4.32183908045977
-118.21,33.88,38,686,183,34485,119400,0.907103825136612,5.07650273224044,3.74863387978142
-118.21,33.88,29,1254,371,21782,126800,1.19676549865229,5.32614555256065,3.3800539083558
-118.22,33.89,26,252,59,21211,138100,1.27118644067797,4.50847457627119,4.27118644067797
-118.22,33.89,41,776,207,21250,120200,1.10144927536232,4.78260869565217,3.7487922705314
-118.22,33.89,37,485,166,27434,95200,1.14457831325301,4.80120481927711,2.92168674698795
-118.22,33.89,36,1086,217,22500,126600,1.10599078341014,4.02304147465438,5.00460829493088
-118.23,33.89,16,4145,1159,21389,133400,1.01811906816221,4.31665228645384,3.57635893011217
-118.24,33.89,34,1166,322,26165,100900,1.03105590062112,4.59316770186335,3.62111801242236
-118.22,33.91,27,732,162,27426,103100,0.981481481481482,3.08641975308642,4.51851851851852
-118.22,33.9,22,583,119,19423,98400,0.899159663865546,2.6218487394958,4.89915966386555
-118.22,33.9,40,2096,468,23542,97900,1.05982905982906,3.85042735042735,4.47863247863248
-118.23,33.9,31,2276,519,18095,100800,1.00578034682081,4.12909441233141,4.38535645472062
-118.23,33.9,34,2334,502,16410,96800,1.10159362549801,4.90438247011952,4.64940239043825
-118.23,33.9,28,1498,289,24706,88800,0.982698961937716,3.83391003460208,5.18339100346021
-118.23,33.9,45,840,211,34107,112500,1.12796208530806,6.09004739336493,3.98104265402844
-118.24,33.9,38,1518,425,23382,103000,1.04,4.83529411764706,3.57176470588235
-118.24,33.9,35,1055,243,23750,93600,1.01646090534979,4.440329218107,4.34156378600823
-118.24,33.9,39,475,123,12083,92600,1.04878048780488,5.21951219512195,3.86178861788618
-118.25,33.9,37,1372,406,19605,106200,1.08866995073892,5.2192118226601,3.37931034482759
-118.24,33.9,40,901,257,28269,98000,1.05836575875486,5.08949416342412,3.50583657587549
-118.25,33.9,38,733,206,33804,105800,1.08252427184466,5.83009708737864,3.55825242718447
-118.25,33.89,35,1957,404,24537,91500,0.967821782178218,3.91584158415842,4.84405940594059
-118.24,33.89,32,1211,279,21838,98300,0.953405017921147,4.0573476702509,4.3405017921147
-118.25,33.89,41,1086,278,24632,111700,1.02877697841727,5.30935251798561,3.90647482014389
-118.25,33.89,36,268,77,39000,115800,0.922077922077922,5.27272727272727,3.48051948051948
-118.25,33.89,34,1183,286,26812,104100,1.00699300699301,4.77972027972028,4.13636363636364
-118.26,33.89,36,1395,381,28493,109600,1.09448818897638,5.85301837270341,3.66141732283465
-118.26,33.89,36,603,191,35687,120700,0.863874345549738,4.83246073298429,3.15706806282722
-118.24,33.88,37,1207,351,24821,111000,1.04273504273504,5.25071225071225,3.43874643874644
-118.25,33.88,37,1042,254,22121,98600,0.854330708661417,4.04330708661417,4.10236220472441
-118.25,33.89,37,699,196,29643,103200,1.08673469387755,5.31632653061224,3.56632653061224
-118.25,33.89,36,1154,279,33095,105500,1.10752688172043,5.47311827956989,4.13620071684588
-118.26,33.88,39,1055,322,32375,105200,0.993788819875776,5.45341614906832,3.27639751552795
-118.26,33.88,40,330,95,30972,108500,1.07368421052632,5.46315789473684,3.47368421052632
-118.26,33.88,36,775,224,55591,136500,0.991071428571429,5.41071428571429,3.45982142857143
-118.22,33.88,37,1016,250,21250,101900,1.12,4.596,4.064
-118.22,33.88,35,1335,311,16574,102500,1.0064308681672,3.20900321543408,4.29260450160772
-118.23,33.89,35,1782,343,21949,95100,1.00291545189504,3.65889212827988,5.19533527696793
-118.23,33.88,35,763,189,26719,109800,1.06349206349206,4.45502645502645,4.03703703703704
-118.23,33.88,41,1204,323,30417,113700,1.13622291021672,6.00928792569659,3.72755417956656
-118.23,33.89,36,1872,514,31667,117700,1,5.05447470817121,3.6420233463035
-118.22,33.86,16,3944,1493,51948,203500,0.997320830542532,5.84862692565305,2.64166108506363
-118.24,33.85,25,5237,1496,59684,193300,0.995320855614973,6.41310160427807,3.50066844919786
-118.23,33.84,25,888,216,53307,207000,0.958333333333333,5.12037037037037,4.11111111111111
-118.24,33.83,22,4721,1342,48438,213100,1.01862891207154,5.4903129657228,3.51788375558867
-118.25,33.84,19,1032,364,38125,208100,1.15384615384615,4.75549450549451,2.83516483516484
-118.25,33.87,18,3704,1216,42500,169200,1.03865131578947,5.60197368421053,3.04605263157895
-118.25,33.86,26,1852,452,60531,186400,1.05309734513274,6.6858407079646,4.09734513274336
-118.26,33.85,25,1087,328,52930,207000,0.99390243902439,7.08536585365854,3.3140243902439
-118.26,33.85,24,4558,1327,55420,197500,1.0060286360211,6.83571966842502,3.43481537302185
-118.27,33.86,33,1484,318,43527,167000,1.04716981132075,5.29874213836478,4.66666666666667
-118.27,33.86,29,2115,475,37466,168600,1.02947368421053,5.44631578947368,4.45263157894737
-118.27,33.86,26,701,188,65799,196600,0.888297872340426,5.83510638297872,3.72872340425532
-118.28,33.85,27,403,97,51440,180800,1.01030927835052,5.04123711340206,4.15463917525773
-118.28,33.84,27,1697,546,38633,187900,0.976190476190476,4.26007326007326,3.10805860805861
-118.28,33.83,18,3887,1322,34712,194400,1.06580937972769,4.4803328290469,2.94024205748865
-118.29,33.84,11,1897,622,35094,162900,0.991961414790997,3.65594855305466,3.04983922829582
-118.29,33.84,33,843,200,35000,183000,1.04,4.48,4.215
-118.29,33.84,34,1396,515,50610,218000,1.08349514563107,5.08155339805825,2.71067961165049
-118.29,33.84,23,2321,731,47393,237900,1.09302325581395,4.96032831737346,3.17510259917921
-118.29,33.83,24,2819,893,41378,216500,1,4.58230683090706,3.15677491601344
-118.28,33.82,26,3680,1027,41740,205100,1.01460564751704,4.46543330087634,3.58325219084713
-118.29,33.82,21,2689,913,34375,218800,0.986856516976999,4.80065717415115,2.94523548740416
-118.29,33.81,19,3993,1412,50532,218200,1.08923512747875,4.97379603399433,2.82790368271955
-118.29,33.8,21,4185,1582,45260,329400,1.02591656131479,6.28571428571429,2.64538558786346
-118.28,33.82,30,2813,752,53849,217700,1.01063829787234,4.80718085106383,3.7406914893617
-118.28,33.81,29,2046,488,52034,212400,1.04098360655738,5.64549180327869,4.19262295081967
-118.27,33.82,36,1427,320,44015,166900,1.04375,4.978125,4.459375
-118.27,33.82,33,1650,329,43687,173500,1.02431610942249,4.85106382978723,5.01519756838906
-118.27,33.82,37,803,216,52287,191100,1.00925925925926,4.36574074074074,3.71759259259259
-118.27,33.81,10,1769,553,39286,114000,1.03254972875226,3.40144665461121,3.19891500904159
-118.27,33.81,42,811,218,38621,165300,0.954128440366973,3.96788990825688,3.72018348623853
-118.27,33.81,38,1130,334,44821,190700,1.00898203592814,4.81137724550898,3.38323353293413
-118.27,33.82,39,763,229,42500,200300,1.08733624454148,5.92576419213974,3.33187772925764
-118.27,33.8,28,3287,881,48508,215900,1.02383654937571,5.33257661748014,3.73098751418842
-118.27,33.84,24,3728,1252,39227,208600,1.01996805111821,5.03434504792332,2.9776357827476
-118.28,33.83,28,717,142,45469,175700,1.1830985915493,6.19718309859155,5.04929577464789
-118.27,33.83,28,1623,429,43500,200500,0.967365967365967,5.01631701631702,3.78321678321678
-118.27,33.83,34,717,242,31667,186900,1.01239669421488,4.64462809917355,2.96280991735537
-118.26,33.83,24,2064,629,35518,184600,1.15898251192369,4.86327503974563,3.28139904610493
-118.27,33.82,28,1575,420,41292,201900,1.03333333333333,3.90952380952381,3.75
-118.26,33.82,28,4753,1033,36477,117400,1.03969022265247,4.92836398838335,4.60116166505324
-118.26,33.83,28,3211,841,44539,192200,1.02378121284185,4.88941736028537,3.81807372175981
-118.21,33.84,28,627,192,34583,166300,1.06770833333333,4.28125,3.265625
-118.22,33.84,35,1007,269,40219,168300,1.01486988847584,4.20446096654275,3.74349442379182
-118.22,33.84,38,1358,399,40687,160300,1.07518796992481,4.83208020050125,3.40350877192982
-118.22,33.83,42,1018,328,44474,160200,0.911585365853659,4.17682926829268,3.10365853658537
-118.22,33.83,44,1115,358,39091,174400,1.12849162011173,5.00558659217877,3.1145251396648
-118.22,33.83,43,871,276,37083,175200,0.985507246376812,5.16666666666667,3.15579710144928
-118.21,33.83,38,601,187,28837,176100,1.03208556149733,4.24064171122995,3.21390374331551
-118.07,33.93,5,1453,158,41250,171900,1.18354430379747,5.73417721518987,9.19620253164557
-118.08,33.93,39,673,172,37143,158200,0.953488372093023,4.99418604651163,3.91279069767442
-118.08,33.93,39,1127,320,35250,158000,1.0125,4.61875,3.521875
-118.08,33.92,38,1011,269,36908,157500,1.04832713754647,4.96282527881041,3.75836431226766
-118.08,33.92,39,1034,328,45382,165700,0.981707317073171,4.97256097560976,3.15243902439024
-118.07,33.92,36,1348,314,36220,174000,1.01910828025478,4.96815286624204,4.29299363057325
-118.08,33.92,34,1414,442,37238,166800,0.98868778280543,4.79185520361991,3.19909502262443
-118.08,33.93,33,1626,457,35556,172800,1.11816192560175,4.95185995623632,3.55798687089716
-118.08,33.93,34,1179,337,32188,165100,1.11275964391691,4.62314540059347,3.49851632047478
-118.09,33.92,36,1669,444,46976,171100,0.943693693693694,5.36261261261261,3.75900900900901
-118.09,33.92,36,713,194,48542,167400,0.95360824742268,4.3659793814433,3.67525773195876
-118.09,33.92,36,711,219,45699,170800,0.963470319634703,5.59817351598173,3.24657534246575
-118.09,33.92,33,547,169,53146,168600,1.07100591715976,5.20118343195266,3.23668639053254
-118.09,33.92,31,1157,390,35455,168300,1.07435897435897,5.08461538461538,2.96666666666667
-118.09,33.93,37,1183,338,41449,175300,1.05325443786982,5.76923076923077,3.5
-118.1,33.92,35,1388,386,40774,171600,0.992227979274611,5.22538860103627,3.59585492227979
-118.1,33.93,36,707,234,43750,174500,0.927350427350427,4.8034188034188,3.02136752136752
-118.1,33.93,33,1205,335,31397,166800,0.970149253731343,4.4,3.59701492537313
-118.11,33.92,32,729,177,43000,151300,1.07344632768362,5.74011299435028,4.11864406779661
-118.11,33.92,34,983,264,41767,156600,0.996212121212121,5.35606060606061,3.72348484848485
-118.1,33.94,33,460,118,31607,189000,1.09322033898305,5.41525423728814,3.89830508474576
-118.1,33.93,35,845,284,45769,186100,1.06338028169014,5.7112676056338,2.97535211267606
-118.1,33.95,34,2171,720,37308,196900,1.08472222222222,5.04861111111111,3.01527777777778
-118.1,33.95,27,995,354,45694,204300,1.03107344632768,4.70621468926554,2.81073446327684
-118.11,33.95,36,1105,363,48036,261300,0.920110192837466,5.64462809917355,3.04407713498623
-118.1,33.94,34,841,277,61814,453600,1.02527075812274,7.02888086642599,3.03610108303249
-118.11,33.95,34,941,356,64319,452300,0.938202247191011,6.51404494382022,2.64325842696629
-118.11,33.95,34,617,252,67501,4e+05,1.10714285714286,6.83730158730159,2.4484126984127
-118.12,33.97,33,2025,750,31830,191100,1.11866666666667,4.132,2.7
-118.12,33.96,38,877,275,46250,191300,0.96,4.73090909090909,3.18909090909091
-118.11,33.96,29,1278,550,43882,261600,1.05818181818182,5.06181818181818,2.32363636363636
-118.12,33.95,35,802,280,57520,291000,1,5.72857142857143,2.86428571428571
-118.12,33.96,34,1243,466,60723,297200,0.967811158798283,6.14377682403433,2.66738197424893
-118.12,33.96,38,956,350,44125,246000,0.994285714285714,6.01428571428571,2.73142857142857
-118.12,33.96,36,698,240,48523,267300,0.979166666666667,5.94166666666667,2.90833333333333
-118.12,33.97,35,471,153,32000,197400,0.947712418300654,4.62745098039216,3.07843137254902
-118.13,33.97,36,837,267,46992,251900,1.10486891385768,6.58801498127341,3.13483146067416
-118.13,33.96,36,958,335,44732,266000,1.01791044776119,5.77014925373134,2.85970149253731
-118.13,33.96,38,557,228,40000,254700,0.885964912280702,4.56140350877193,2.44298245614035
-118.14,33.96,34,1333,503,40536,277200,1.07554671968191,5.45526838966203,2.65009940357853
-118.13,33.96,35,706,250,45625,253500,1,6,2.824
-118.13,33.97,34,823,292,54042,241600,1.01712328767123,5.94520547945205,2.81849315068493
-118.13,33.95,37,778,344,39036,326600,0.968023255813954,4.96802325581395,2.26162790697674
-118.14,33.95,44,822,314,67744,294100,1.07643312101911,5.77070063694268,2.61783439490446
-118.14,33.95,42,630,219,68564,3e+05,1.04109589041096,6.45205479452055,2.87671232876712
-118.14,33.95,37,600,236,52015,302000,1.02966101694915,6.19491525423729,2.54237288135593
-118.14,33.95,36,891,348,36635,282100,1.02011494252874,5.58045977011494,2.56034482758621
-118.15,33.96,33,1397,477,31083,285500,1.0167714884696,5.06918238993711,2.92872117400419
-118.15,33.95,31,686,211,40000,263200,1.09004739336493,4.99052132701422,3.25118483412322
-118.12,33.95,36,1211,452,50526,269800,1.01548672566372,6.08849557522124,2.67920353982301
-118.12,33.94,35,825,316,52485,323800,0.990506329113924,5.7373417721519,2.61075949367089
-118.12,33.94,33,1166,548,27317,264700,1.05109489051095,4.36861313868613,2.12773722627737
-118.13,33.94,34,373,139,35481,265000,0.992805755395683,3.75539568345324,2.68345323741007
-118.13,33.95,24,3792,1735,31104,230000,1.06743515850144,3.83976945244957,2.18559077809798
-118.11,33.93,35,1196,488,38427,283500,1.01024590163934,5.47131147540984,2.45081967213115
-118.11,33.94,37,786,256,44375,244900,1.0234375,5.6015625,3.0703125
-118.11,33.94,32,1036,385,50258,255400,0.981818181818182,5.44935064935065,2.69090909090909
-118.12,33.94,31,1047,472,33292,271300,1.09957627118644,4.68220338983051,2.21822033898305
-118.12,33.94,33,973,364,46750,283000,1.07967032967033,6.06043956043956,2.67307692307692
-118.11,33.94,36,909,325,51587,296600,0.981538461538462,5.99692307692308,2.79692307692308
-118.11,33.93,17,736,342,32011,162500,1.01461988304094,3.5233918128655,2.15204678362573
-118.12,33.92,27,4673,1505,25893,183700,1.08172757475083,4.20996677740864,3.10498338870432
-118.12,33.93,27,466,133,30909,187500,1.07518796992481,4.3609022556391,3.50375939849624
-118.13,33.92,28,1932,835,24925,177200,1.03473053892216,3.67544910179641,2.31377245508982
-118.13,33.93,38,1775,445,35227,202400,1.02921348314607,4.58426966292135,3.98876404494382
-118.13,33.92,36,615,206,41786,201500,0.888349514563107,4.77669902912621,2.98543689320388
-118.14,33.92,31,2313,801,32237,218200,1.06491885143571,4.65792759051186,2.8876404494382
-118.14,33.93,31,1647,664,33681,223900,1.09487951807229,4.82680722891566,2.48042168674699
-118.14,33.93,32,1075,442,44279,226400,0.990950226244344,4.67194570135747,2.43212669683258
-118.15,33.93,30,1676,587,46583,207300,1.06984667802385,5.27427597955707,2.85519591141397
-118.13,33.93,34,1578,488,31496,191900,1.0594262295082,4.3483606557377,3.23360655737705
-118.13,33.93,19,1222,452,26862,195800,0.988938053097345,3.96681415929204,2.70353982300885
-118.14,33.94,31,1612,708,29205,196600,1.09322033898305,4.01271186440678,2.27683615819209
-118.14,33.94,35,1561,606,40039,226500,0.991749174917492,4.92904290429043,2.57590759075908
-118.15,33.94,36,992,363,42594,242400,0.939393939393939,5.366391184573,2.73278236914601
-118.15,33.94,37,1003,323,33289,199700,0.993808049535604,4.93498452012384,3.10526315789474
-118.15,33.95,35,1592,614,27875,209000,1.14332247557003,4.48371335504886,2.5928338762215
-118.16,33.94,25,1685,751,36936,238300,1.05059920106525,4.44873501997337,2.24367509986684
-118.15,33.93,25,1128,429,37614,255900,1.00932400932401,4.54079254079254,2.62937062937063
-118.16,33.94,25,3317,1119,39352,232900,1.09383378016086,5.07149240393208,2.96425379803396
-118.15,33.93,42,1034,339,49808,212300,1.02064896755162,5.42477876106195,3.05014749262537
-118.15,33.93,34,1084,410,33411,220500,0.985365853658537,4.25609756097561,2.64390243902439
-118.16,33.92,36,1134,358,44881,218900,0.980446927374302,5.75977653631285,3.16759776536313
-118.14,33.92,35,1799,546,39327,190500,1.02380952380952,4.35531135531135,3.29487179487179
-118.15,33.92,36,1232,386,43750,184200,1.03626943005181,4.89637305699482,3.19170984455959
-118.15,33.92,40,804,282,43194,198400,0.99645390070922,4.73404255319149,2.85106382978723
-118.15,33.92,28,912,245,25875,161200,1.02857142857143,4.23673469387755,3.72244897959184
-118.15,33.92,30,646,211,25208,182800,1.10900473933649,4.33649289099526,3.06161137440758
-118.11,33.91,19,1561,740,31369,196900,1.02567567567568,4.12972972972973,2.10945945945946
-118.12,33.91,34,491,144,46389,173800,0.916666666666667,4.73611111111111,3.40972222222222
-118.12,33.91,35,381,124,37917,183900,0.983870967741935,5,3.07258064516129
-118.12,33.91,35,857,251,36917,197500,1.11155378486056,6.04780876494024,3.41434262948207
-118.13,33.91,35,261,105,49375,183800,0.990476190476191,5.34285714285714,2.48571428571429
-118.13,33.91,34,552,164,49107,222000,0.98780487804878,5.58536585365854,3.36585365853659
-118.14,33.91,36,569,201,44750,182300,1.01492537313433,5.45273631840796,2.83084577114428
-118.14,33.91,34,1087,423,30465,187800,1.11583924349882,4.75413711583924,2.56973995271868
-118.1,33.91,40,399,99,48750,167600,1.01010101010101,5.18181818181818,4.03030303030303
-118.1,33.91,36,719,201,42679,175800,1,5.37313432835821,3.5771144278607
-118.1,33.91,36,490,130,36389,167600,1.11538461538462,5.58461538461538,3.76923076923077
-118.1,33.9,35,809,246,47813,160000,1.00813008130081,4.67886178861789,3.28861788617886
-118.11,33.91,29,597,163,49609,186700,1.01840490797546,5.45398773006135,3.66257668711656
-118.11,33.91,22,1231,457,40878,153700,1.0328227571116,4.33479212253829,2.69365426695842
-118.1,33.91,29,411,113,26397,164400,1,4.46902654867257,3.63716814159292
-118.09,33.91,14,1546,464,37969,159400,1.30172413793103,5.10560344827586,3.33189655172414
-118.09,33.91,34,1356,324,34211,141100,1.05864197530864,4.88271604938272,4.18518518518519
-118.09,33.91,36,990,268,40517,162200,1.01119402985075,5.38059701492537,3.69402985074627
-118.09,33.92,35,1491,428,37383,166200,0.978971962616822,4.6588785046729,3.48364485981308
-118.1,33.91,35,1238,320,49732,165000,1.046875,4.975,3.86875
-118.08,33.91,36,1100,322,51187,168100,0.922360248447205,4.8167701863354,3.41614906832298
-118.08,33.91,30,920,410,9946,159900,1.1219512195122,3.33170731707317,2.24390243902439
-118.09,33.9,36,862,285,37604,158700,0.978947368421053,4.26315789473684,3.02456140350877
-118.09,33.9,37,771,224,42132,164600,0.991071428571429,4.96428571428571,3.44196428571429
-118.1,33.91,35,1072,301,32708,159700,1.0797342192691,5.49169435215947,3.56146179401993
-118.08,33.91,30,2744,895,28608,165600,1.05251396648045,3.64134078212291,3.0659217877095
-118.07,33.91,29,1978,548,31957,159200,1.04014598540146,4.35583941605839,3.60948905109489
-118.08,33.91,18,1200,365,28950,146900,1.08493150684932,4.30958904109589,3.28767123287671
-118.06,33.91,24,4516,1050,41387,157700,0.994285714285714,4.64761904761905,4.30095238095238
-118.06,33.91,21,1489,621,32031,180700,1.12882447665056,4.61030595813205,2.39774557165862
-118.06,33.91,36,909,275,46731,173300,0.985454545454545,4.94545454545455,3.30545454545455
-118.07,33.91,35,1558,427,40230,157700,1.08430913348946,5.21779859484777,3.64871194379391
-118.05,33.9,41,642,125,18750,119900,1.032,4.4,5.136
-118.05,33.9,36,975,239,31897,155000,0.949790794979079,4.38075313807531,4.07949790794979
-118.06,33.9,37,882,236,44167,158000,1.07627118644068,4.91949152542373,3.73728813559322
-118.06,33.89,26,1538,449,51104,220500,0.917594654788419,5.53006681514477,3.42538975501114
-118.07,33.89,29,964,222,45370,185300,0.977477477477477,5.12612612612613,4.34234234234234
-118.07,33.89,17,2008,512,30777,160800,1.0625,4.341796875,3.921875
-118.07,33.89,35,1651,265,31250,120300,1.03396226415094,4.32075471698113,6.23018867924528
-118.08,33.89,28,1545,269,30357,123400,1.02230483271375,3.84758364312268,5.74349442379182
-118.08,33.89,35,1412,274,31917,114900,1.05839416058394,3.90875912408759,5.15328467153285
-118.08,33.89,37,981,225,32857,153600,1.15111111111111,5.12,4.36
-118.07,33.9,39,1849,518,38846,164100,1.05405405405405,4.83011583011583,3.56949806949807
-118.07,33.9,42,776,228,38672,162700,0.982456140350877,4.41666666666667,3.40350877192982
-118.07,33.9,45,1180,337,46406,169200,1.04747774480712,5.2700296735905,3.50148367952522
-118.08,33.9,44,733,237,42083,168300,1,4.92405063291139,3.09282700421941
-118.08,33.9,42,1155,368,35580,161100,1.01086956521739,4.80434782608696,3.13858695652174
-118.09,33.9,37,742,242,40461,153500,1.06611570247934,4.7396694214876,3.06611570247934
-118.09,33.9,33,2533,689,31441,176300,1.04499274310595,4.82728592162554,3.67634252539913
-118.1,33.9,43,776,246,43250,166000,0.98780487804878,5.02845528455285,3.15447154471545
-118.1,33.9,40,1229,378,44167,174600,0.997354497354497,4.97354497354497,3.25132275132275
-118.08,33.89,41,603,179,37321,167500,0.927374301675978,4.65921787709497,3.36871508379888
-118.09,33.89,42,708,204,36875,171500,1.05392156862745,5.63725490196078,3.47058823529412
-118.09,33.89,42,717,219,40926,164400,0.981735159817352,4.52511415525114,3.27397260273973
-118.09,33.89,27,2465,811,30990,166600,1.08754623921085,4.19112207151665,3.03945745992602
-118.1,33.89,34,1483,443,44934,185600,0.984198645598194,5.06094808126411,3.34762979683973
-118.1,33.9,37,768,206,47500,161900,0.980582524271845,5.1504854368932,3.72815533980583
-118.1,33.9,37,740,183,36000,156400,0.956284153005464,4.34972677595628,4.04371584699454
-118.1,33.89,36,498,137,47159,182100,1.03649635036496,5.61313868613139,3.63503649635036
-118.1,33.89,35,602,185,35865,178000,1.0972972972973,5.37297297297297,3.25405405405405
-118.11,33.9,35,1465,470,44896,184600,1.0531914893617,5.54042553191489,3.11702127659574
-118.11,33.9,26,2471,863,35052,196000,1.03476245654693,4.83545770567787,2.86326767091541
-118.11,33.89,35,772,233,43750,204700,0.84549356223176,4.88841201716738,3.31330472103004
-118.11,33.88,35,868,272,35893,276000,1.11764705882353,5.96691176470588,3.19117647058824
-118.11,33.89,34,1549,545,32069,236500,1.08990825688073,4.60183486238532,2.84220183486239
-118.11,33.9,35,1084,240,50753,178000,1.12083333333333,5.5125,4.51666666666667
-118.11,33.9,36,748,278,51423,183100,1,4.84532374100719,2.69064748201439
-118.11,33.91,36,617,211,38824,193100,1.09478672985782,5.1563981042654,2.92417061611374
-118.12,33.91,36,749,261,35772,207400,1.01532567049808,5.48659003831418,2.86973180076628
-118.12,33.91,36,1023,394,30000,216600,0.979695431472081,5.21065989847716,2.59644670050761
-118.13,33.9,38,827,265,47663,191600,1.01509433962264,5.56603773584906,3.12075471698113
-118.13,33.91,36,910,306,44948,190600,1.03267973856209,6.4281045751634,2.97385620915033
-118.14,33.91,37,578,175,43750,177600,0.977142857142857,5.32571428571429,3.30285714285714
-118.14,33.9,26,1150,429,35972,225800,1.0979020979021,5,2.68065268065268
-118.14,33.91,34,974,404,30703,180800,1.01485148514851,4.37128712871287,2.41089108910891
-118.14,33.91,32,1371,431,31204,204200,1.09512761020882,4.59628770301624,3.18097447795824
-118.15,33.91,35,1299,335,40313,163200,1.04477611940298,4.74626865671642,3.87761194029851
-118.15,33.91,38,760,208,29643,147400,0.985576923076923,4.33173076923077,3.65384615384615
-118.15,33.9,20,1855,662,28090,144600,1.11329305135952,4.30513595166163,2.80211480362538
-118.16,33.9,28,2399,594,27339,156700,1.03703703703704,4.05723905723906,4.03872053872054
-118.16,33.91,28,3013,673,29531,127100,1.09806835066865,4.34175334323923,4.47696879643388
-118.16,33.91,35,1415,367,30967,144000,0.920980926430518,3.82288828337875,3.85558583106267
-118.15,33.91,35,610,147,33182,133300,0.789115646258503,3.9047619047619,4.14965986394558
-118.15,33.91,25,1721,507,23456,146100,1.14003944773176,4.04930966469428,3.39447731755424
-118.16,33.91,6,2467,712,31507,144000,1.18960674157303,4.83848314606742,3.46488764044944
-118.17,33.9,12,3215,854,28681,114200,1.16276346604215,4.27751756440281,3.76463700234192
-118.17,33.91,42,748,195,38000,145800,0.856410256410256,4.38974358974359,3.83589743589744
-118.17,33.91,37,1237,344,39333,162300,0.837209302325581,4.35755813953488,3.59593023255814
-118.18,33.9,25,1177,410,24333,155000,1.0780487804878,4.16829268292683,2.87073170731707
-118.18,33.9,32,1888,366,35461,146400,0.997267759562842,3.9672131147541,5.15846994535519
-118.18,33.9,32,933,209,27292,143800,1.08612440191388,3.72248803827751,4.46411483253589
-118.18,33.9,31,2625,576,30909,150900,1.046875,4.40277777777778,4.55729166666667
-118.18,33.9,34,1960,338,31012,140400,0.946745562130177,3.69230769230769,5.79881656804734
-118.16,33.89,38,389,108,21859,143800,1.0462962962963,4.47222222222222,3.60185185185185
-118.16,33.89,6,1201,487,17344,145800,1.1006160164271,3.39835728952772,2.46611909650924
-118.17,33.89,52,47,8,72423,350000,1.5,7.875,5.875
-118.17,33.89,11,3637,873,26328,160700,1.00801832760596,4.12943871706758,4.16609392898053
